Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Raw_Quantile_Crossings,Rearranged_Points,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile
CVL,Control Valves,Control Valves Compact,CVL-02,TiRex2,54.699213300432476,112.49759687782242,84.71410696847099,0.4814554829351173,0.4390054480884521,0.44958206882433427,0.9285714285714286,,313.32239141918365,,29.304522710124026,0,0,0,2297.366958618164,3557.9924926757812,531539.7907379717,7914.0,39,0,7,42,6,Lumpy
CVL,Control Valves,Control Valves Standard,CVL-03,TiRex2,-9.67513929094587,33.174685472261714,25.04736800420852,0.6882207746193354,0.6948690965844112,0.10239336735222482,0.8809523809523809,,104.0493400210426,,10.404539978188813,0,0,0,-406.35585021972656,1051.9894561767578,46223.50975970668,10274.0,37,0,7,42,6,Smooth
CVL,Control Valves,Control Valves Heavy Duty,CVL-04,TiRex2,70.99948955717541,205.73034974602766,145.0795386178153,0.40536861123678847,0.38944271007419173,0.6078751618064886,0.9285714285714286,,573.7013671511695,,51.78255813941754,0,0,0,2981.978561401367,6093.340621948242,1777649.02587816,10024.0,39,0,7,42,6,Erratic
CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,-1.702301025390625,51.2527496827062,44.59407261439732,0.5116266516122719,0.3310894671272932,0.12968778907386008,0.9047619047619048,,175.78225889660064,,16.73313291438673,0,0,0,-71.49664306640625,1872.9510498046875,110327.46270160191,14442.0,38,0,7,42,6,Smooth
CVL,Control Valves,Control Valves High Capacity,CVL-06,TiRex2,130.27872212727866,343.1432906806432,242.6661565871466,0.3897684485747381,0.4571974846414695,0.546340315017966,0.8809523809523809,,860.1850726717994,,87.35273860346072,0,0,0,5471.706329345703,10191.978576660156,4945387.353443896,18655.0,37,0,7,42,6,Erratic
CVL,Control Valves,Control Valves Service Kit,CVL-07,TiRex2,13.743304298037575,58.33361561308448,43.70071193150112,1.1259013071416841,1.043494357074638,0.1339729854834341,0.7619047619047619,,138.95996656871978,,16.690751293222736,0,0,0,577.2187805175781,1835.4299011230469,142918.04984079394,13700.0,32,0,7,42,6,Intermittent
CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,-13.137029057457333,253.1934170185334,167.53278391701835,0.26836215370897004,0.2851290079621403,1.2186312650701023,0.7619047619047619,,785.6056681587582,,68.28734528696725,0,6,4,-551.755220413208,7036.3769245147705,2692490.0697038807,5774.0,32,0,7,42,6,Lumpy
DRV,Electric Drives,Electric Drives Core,DRV-01,TiRex2,3.9893960498628163,35.18792962683974,30.430646078927175,0.8419614451909581,0.5926021753550977,0.19121590893401277,0.7380952380952381,,92.92954926263718,,11.529663122267952,0,0,0,167.55463409423828,1278.0871353149414,52003.99643978389,6684.0,31,0,7,42,6,Smooth
DRV,Electric Drives,Electric Drives Compact,DRV-02,TiRex2,-6.265763419015067,35.74517337105651,29.99346960158575,1.472072841456806,1.4415276436552527,0.159217103547346,0.7380952380952381,,80.8645252046131,,11.220424490630942,0,0,0,-263.1620635986328,1259.7257232666016,53664.13161172927,7912.0,31,0,7,42,6,Smooth
DRV,Electric Drives,Electric Drives Standard,DRV-03,TiRex2,14.404077620733352,107.23408190237484,61.50167901175363,0.1869489347119133,0.28547965822182186,0.26261392013965557,0.8809523809523809,,232.10410635811942,,25.575486945096785,0,0,0,604.9712600708008,2583.0705184936523,482964.22950069996,9836.0,37,0,7,42,6,Erratic
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,130.16998109363374,334.6837753234378,233.6838120960054,0.6589034407147041,0.7764755891926304,0.7838607226285621,0.7142857142857143,,572.9054780233474,,87.55951686082062,0,0,0,5467.139205932617,9814.720108032227,4704555.637519475,12521.0,30,0,7,42,6,Erratic
DRV,Electric Drives,Electric Drives Precision,DRV-05,TiRex2,37.76872834705171,56.479845918912986,47.99711318243118,1.3197668408255772,1.1122188093958116,0.14026431628598032,0.6904761904761905,,132.7847199212937,,18.205528925335596,0,0,0,1586.2865905761719,2015.8787536621094,133978.8657910144,14372.0,29,0,7,42,6,Smooth
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,TiRex2,28.09014347621373,59.728404415597396,43.89976683117094,1.5743009843452311,1.3096338664548641,0.1653475210213595,0.7380952380952381,,122.30742109389533,,17.001210136009906,0,0,0,1179.7860260009766,1843.7902069091797,149834.25634939247,11151.0,31,0,7,42,6,Intermittent
DRV,Electric Drives,Electric Drives Service Kit,DRV-07,TiRex2,12.13505118233817,135.02906698161783,120.74198332287017,0.45316218393376834,0.43726577686096013,0.4117875192497399,0.8095238095238095,,300.0245274135045,,41.0832606017905,0,0,0,509.6721496582031,5071.163299560547,765779.6550569017,12315.0,34,0,7,42,6,Intermittent
DRV,Electric Drives,Electric Drives Premium,DRV-08,TiRex2,130.4306161063058,492.34789805937856,190.53721763974144,0.48174151389543596,0.8449790551791053,1.025443764847404,0.8809523809523809,,782.8038296245393,,93.53872332863077,0,2,1,5478.085876464844,8002.563140869141,10181071.014386505,7804.0,37,0,7,42,6,Lumpy
FST,Fastening Kits,Fastening Kits Core,FST-01,TiRex2,-130.8416748046875,342.7554474076065,157.38113257998512,0.9058801932580272,0.8739130244665592,0.162280456848654,0.8571428571428571,,212.36035882859002,,69.35672258649554,0,0,0,-5495.350341796875,6610.007568359375,4934214.462558717,40732.0,36,0,7,42,6,Smooth
FST,Fastening Kits,Fastening Kits Compact,FST-02,TiRex2,6.639517647879464,120.27279543417731,107.8092535109747,1.186287928895673,1.0210456813520918,0.08168693776877446,0.6666666666666666,,252.13854108537947,,39.20948447575645,0,0,0,278.8597412109375,4527.9886474609375,607552.9035051614,55431.0,28,0,7,42,6,Smooth
FST,Fastening Kits,Fastening Kits Standard,FST-03,TiRex2,31.04632568359375,171.30667400888683,110.23232596261161,0.44648980544862676,0.3587330641621761,0.07027455093926455,0.9285714285714286,,444.3150896344866,,46.097900875031,0,0,0,1303.9456787109375,4629.7576904296875,1232531.015519455,65881.0,39,0,7,42,6,Smooth
FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,TiRex2,-197.45897565569197,732.503502592971,416.623293922061,1.3803797417038497,1.2732556956681294,0.24870911286495198,0.8333333333333334,,674.7392258417038,,179.3114049194982,0,0,0,-8293.276977539062,17498.178344726562,22535578.015060768,70356.0,35,0,7,42,6,Smooth
FST,Fastening Kits,Fastening Kits Precision,FST-05,TiRex2,45.57664271763393,171.2882593452219,144.61522274925596,0.9773886641773479,0.899831918390615,0.06742866577264982,0.8571428571428571,,573.4699997674851,,54.49212494703828,0,0,0,1914.218994140625,6073.83935546875,1232266.0471596718,90078.0,36,0,7,42,6,Smooth
FST,Fastening Kits,Fastening Kits High Capacity,FST-06,TiRex2,-362.2789015997024,3268.8896178728587,2231.3485281808034,0.6621753772563287,0.7930874939084548,1.0341146282327587,0.7142857142857143,,3737.5753282819473,,945.9530618496044,0,0,0,-15215.7138671875,93716.63818359375,448796852.0211525,90625.0,30,0,7,42,6,Erratic
FST,Fastening Kits,Fastening Kits Service Kit,FST-07,TiRex2,15.879539853050595,1441.612157528871,1001.0808861142114,0.41217043766687667,0.5266797091240131,0.7466109778353347,0.6904761904761905,,1960.2115442185175,,401.8340761154417,0,0,0,666.940673828125,42045.397216796875,87286315.73487195,56315.0,29,0,7,42,6,Intermittent
FST,Fastening Kits,Fastening Kits Premium,FST-08,TiRex2,1213.8141288757324,3861.0265037826516,2015.4327637808663,0.6546589015424401,0.8398698035141507,1.039699519489982,0.7857142857142857,,5889.875833238874,,814.1068798902803,0,6,5,50980.19341278076,84648.17607879639,626116077.8423076,81416.0,33,0,7,42,6,Lumpy
GBX,Gearbox Components,Gearbox Components Core,GBX-01,TiRex2,4.1602783203125,17.95582191854632,13.257366362072172,0.3404138914003026,0.27229778980624486,0.04664176471829714,0.9523809523809523,,88.91790517171223,,6.095907972224805,0,0,0,174.731689453125,556.8093872070312,13541.284712363034,11938.0,40,0,7,42,6,Smooth
GBX,Gearbox Components,Gearbox Components Compact,GBX-02,TiRex2,-7.94558352515811,80.4715538026738,43.8365471249535,0.7292927217508839,0.7003592464794057,0.13529798495356019,0.8095238095238095,,113.32576897030785,,18.20492259434291,0,0,0,-333.7145080566406,1841.1349792480469,271978.1807994982,13608.0,34,0,7,42,6,Smooth
GBX,Gearbox Components,Gearbox Components Standard,GBX-03,TiRex2,9.687106177920388,103.06236690991413,90.76243809291294,0.15998414330793378,0.14801598317825657,0.23693345763579737,0.9523809523809523,,438.2042878468831,,34.53395516430891,0,0,0,406.85845947265625,3812.0223999023438,446117.76186909806,16089.0,40,0,7,42,6,Erratic
GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,TiRex2,238.7092041742234,528.9849583545843,369.8118696666899,0.5807771935747419,0.6700565135104012,0.8108639272253185,0.7619047619047619,,1112.2150297619048,,139.0016978551471,0,0,0,10025.786575317383,15532.098526000977,11752653.618946852,19155.0,32,0,7,42,6,Erratic
GBX,Gearbox Components,Gearbox Components Precision,GBX-05,TiRex2,-52.14179120744978,189.94260735676417,102.65972391764323,1.0474978212162525,0.9863954614823508,0.21368363586782713,0.8333333333333334,,209.05881536574591,,45.10759613198578,0,0,0,-2189.9552307128906,4311.708404541016,1515284.1517584072,20178.0,35,0,7,42,6,Smooth
GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,TiRex2,4.341027396065848,202.62697050383298,168.49139040992372,0.42787721509377874,0.41558619861568413,0.40945659880904917,0.8095238095238095,,445.5249855404808,,58.89339243671883,0,0,0,182.32315063476562,7076.638397216797,1724422.9453735705,17283.0,34,0,7,42,6,Intermittent
GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,TiRex2,21.22546931675502,322.0567731294526,242.92874109177362,0.43853409952340916,0.501162123095157,0.5493757875217796,0.8095238095238095,,528.8676594325474,,89.98084835173592,0,0,0,891.4697113037109,10203.007125854492,4356263.734979339,18572.0,34,0,7,42,6,Intermittent
GBX,Gearbox Components,Gearbox Components Premium,GBX-08,TiRex2,101.90878259567987,235.41660058453192,147.25345684233167,0.3001904937363826,0.2600137397146371,1.0778398723210054,0.7142857142857143,,339.86628700438,,60.96173216621711,0,0,0,4280.168869018555,6184.64518737793,2327680.9848926356,5738.0,30,0,7,42,6,Lumpy
HYP,Hydraulic Pumps,Hydraulic Pumps Core,HYP-01,TiRex2,-12.701567876906623,65.21708536508324,45.39909871419271,1.0561798661110107,0.8982053741985463,0.2845488950897021,0.7380952380952381,,104.63531966436477,,17.794987697702236,0,0,0,-533.4658508300781,1906.7621459960938,178637.26538769528,6701.0,31,0,7,42,6,Smooth
HYP,Hydraulic Pumps,Hydraulic Pumps Compact,HYP-02,TiRex2,72.76962443760463,202.7823217824618,128.36869612194243,0.4793179676113907,0.6068904436283948,0.783077013380041,0.8095238095238095,,494.4326464335124,,49.49884788170063,0,3,3,3056.3242263793945,5391.485237121582,1727068.1411544066,6885.0,34,0,7,42,6,Erratic
HYP,Hydraulic Pumps,Hydraulic Pumps Standard,HYP-03,TiRex2,-13.355077834356399,72.76533226652943,40.36321803501674,1.581915947761065,2.2388950131734826,0.17503925219108962,0.7619047619047619,,91.80001722063336,,17.403877322888246,0,0,0,-560.9132690429688,1695.2551574707031,222381.330354054,9685.0,32,0,7,42,6,Smooth
HYP,Hydraulic Pumps,Hydraulic Pumps Heavy Duty,HYP-04,TiRex2,22.509036836170015,140.07068936196796,94.9097399030413,0.22960697650758172,0.2887736772943258,0.33025758706940633,0.9523809523809523,,438.60384150913785,,38.98479179200672,0,0,0,945.3795471191406,3986.2090759277344,824031.516770151,12070.0,40,0,7,42,6,Erratic
HYP,Hydraulic Pumps,Hydraulic Pumps Precision,HYP-05,TiRex2,-21.73050326392764,112.8242960248191,90.87528446742466,0.44874088594338507,0.43829376446222895,0.4526520336375517,0.9285714285714286,,290.74169540405273,,32.74528085415956,0,0,0,-912.6811370849609,3816.761947631836,534631.5144868324,8432.0,39,0,7,42,6,Intermittent
HYP,Hydraulic Pumps,Hydraulic Pumps High Capacity,HYP-06,TiRex2,97.00627989996048,228.05041587395428,125.64588510422479,0.409381881326304,0.45441128092350386,0.8336693798384583,0.7857142857142857,,282.6835487456549,,50.7235202186322,0,0,0,4074.26375579834,5277.127174377441,2184293.671571907,6330.0,33,0,7,42,6,Lumpy
HYP,Hydraulic Pumps,Hydraulic Pumps Service Kit,HYP-07,TiRex2,25.60772705078125,61.091885745726046,39.532120477585565,1.6034668686887097,1.5656069022737606,0.1537217905803716,0.5952380952380952,,59.75189077286493,,16.80188432446233,0,0,0,1075.5245361328125,1660.3490600585938,156753.17716669152,10801.0,25,0,7,42,6,Intermittent
HYP,Hydraulic Pumps,Hydraulic Pumps Premium,HYP-08,TiRex2,35.00616691226051,250.05045686222675,66.6677607581729,0.27773854504164097,0.6348475814616376,1.1884745126669192,0.7380952380952381,,500.2282515480405,,37.69276754603815,0,1,1,1470.2590103149414,2800.0459518432617,2626059.7010343494,2356.0,31,0,7,42,6,Lumpy
PCK,Packaging Equipment,Packaging Equipment Core,PCK-01,TiRex2,2.489850952511742,47.996896224199006,37.18079471588135,0.4848568842404538,0.5446734645427941,0.8293114063021861,0.5952380952380952,,74.62901555924188,,14.248376861072721,0,0,0,104.57374000549316,1561.5933780670166,96755.4859805742,1883.0,25,0,7,42,6,Intermittent
PCK,Packaging Equipment,Packaging Equipment Compact,PCK-02,TiRex2,35.57032903035482,65.07115213772558,48.42658415294829,0.42857155521887574,0.35613333224778226,0.5339765120566626,0.8571428571428571,,122.70897620064872,,16.87541831246129,0,0,0,1493.9538192749023,2033.9165344238281,177838.70330230313,3809.0,36,0,7,42,6,Lumpy
PCK,Packaging Equipment,Packaging Equipment Standard,PCK-03,TiRex2,95.24786703927177,193.26709072103614,116.46557072230748,0.5639072202757973,0.7731393355428452,0.6993929039658155,0.7380952380952381,,286.05547437213716,,45.85083320986026,0,1,1,4000.410415649414,4891.553970336914,1568791.0709424752,6994.0,31,0,7,42,6,Erratic
PCK,Packaging Equipment,Packaging Equipment Heavy Duty,PCK-04,TiRex2,26.658284686860583,108.41443833290178,41.50310262044271,0.26788772994833626,0.4411721999019094,1.033272264409362,0.8571428571428571,,226.44983735538665,,20.069229922345077,0,0,0,1119.6479568481445,1743.1303100585938,493654.9984396197,1687.0,36,0,7,42,6,Lumpy
PCK,Packaging Equipment,Packaging Equipment Precision,PCK-05,TiRex2,20.92622066679455,40.35320433291108,26.133292970203218,1.4427184023095347,1.3492057319853983,0.22658924540638628,0.7142857142857143,,72.60973475092933,,10.093509511625957,0,0,0,878.9012680053711,1097.5983047485352,68392.0061972143,4844.0,30,0,7,42,6,Intermittent
PCK,Packaging Equipment,Packaging Equipment High Capacity,PCK-06,TiRex2,99.57223214510651,206.81764376769456,107.06950050397288,0.978702055954057,0.8902439591925163,1.0236555932544642,0.5714285714285714,,112.45265092168536,,50.36769191884687,0,3,2,4182.033750094473,4496.919021166861,1796488.5864920826,4393.0,24,0,7,42,6,Lumpy
PCK,Packaging Equipment,Packaging Equipment Service Kit,PCK-07,TiRex2,12.937353224981399,58.01452551340481,49.31011672247024,0.11598077245846133,0.11799020300400798,0.17435804869033086,0.9047619047619048,,213.74667067754837,,18.90492938510955,0,0,0,543.3688354492188,2071.02490234375,141358.7771629109,11878.0,38,0,7,42,6,Erratic
PCK,Packaging Equipment,Packaging Equipment Premium,PCK-08,TiRex2,183.16539503279188,487.3264873665465,255.18878312337966,1.1529843338122217,1.1964766934545512,1.041688102943138,0.5238095238095238,,525.5769444760822,,117.5441327620436,0,10,6,7692.946591377258,10717.928891181946,9974458.422138706,10289.0,22,0,7,42,6,Lumpy
SEA,Sealing Systems,Sealing Systems Core,SEA-01,TiRex2,7.887734549386161,38.61414864225904,32.23618425641741,0.8366751424072648,0.7662344163516506,0.044757677314695245,0.8809523809523809,,124.01348876953125,,12.283059272564277,0,0,0,331.28485107421875,1353.9197387695312,62624.203965391964,30250.0,37,0,7,42,6,Smooth
SEA,Sealing Systems,Sealing Systems Compact,SEA-02,TiRex2,-105.74054827008929,290.7497923627416,137.7732137044271,2.2771699236343945,4.240200227721581,0.18238330051961854,0.7380952380952381,,175.17294456845238,,63.3472000041336,0,0,0,-4441.10302734375,5786.4749755859375,3550488.553877048,31727.0,31,0,7,42,6,Smooth
SEA,Sealing Systems,Sealing Systems Standard,SEA-03,TiRex2,-98.70581345331101,318.573686951107,134.53976585751488,1.035953703070038,1.1098956559695234,0.1469156613284703,0.9047619047619048,,223.4234386625744,,61.664145930860414,0,0,0,-4145.6441650390625,5650.670166015625,4262546.14874012,38462.0,38,0,7,42,6,Smooth
SEA,Sealing Systems,Sealing Systems Heavy Duty,SEA-04,TiRex2,8.512980143229166,98.69464068010804,80.94993954613095,0.8448675158507749,0.8775999939708491,0.06654461483084435,0.8809523809523809,,321.34449404761904,,31.063991486080113,0,0,0,357.545166015625,3399.8974609375,409106.5481569767,51092.0,37,0,7,42,6,Smooth
SEA,Sealing Systems,Sealing Systems Precision,SEA-05,TiRex2,75.97264753069196,151.68330996651144,119.14159865606399,0.7610714383323772,0.39426508011724093,0.08203057562260763,0.7857142857142857,,427.0952962239583,,47.391902895326965,0,0,0,3190.8511962890625,5003.9471435546875,966328.7139406651,61001.0,33,0,7,42,6,Smooth
SEA,Sealing Systems,Sealing Systems High Capacity,SEA-06,TiRex2,701.5247977120536,1761.5260373082358,1095.3907121930804,0.7056195036639477,0.8280124406223425,0.8596115454430003,0.7619047619047619,,3517.278047107515,,434.46609655309595,0,0,0,29464.04150390625,46006.409912109375,130324907.16482396,53520.0,32,0,7,42,6,Erratic
SEA,Sealing Systems,Sealing Systems Service Kit,SEA-07,TiRex2,116.10799589611236,831.8093325327137,669.0302734375,0.5505332488229736,0.5298175173019795,0.8064075616121394,0.8095238095238095,,1636.5810546875,,235.4882101149786,0,0,0,4876.535827636719,28099.271484375,29060084.15891779,34845.0,34,0,7,42,6,Intermittent
SEA,Sealing Systems,Sealing Systems Premium,SEA-08,TiRex2,354.3909534272693,1867.625632303281,1121.6818673270088,0.7237910729521272,0.7601111832169224,0.8616328631892306,0.8809523809523809,,2751.8598022460938,,439.6355610388296,0,0,0,14884.420043945312,47110.638427734375,146497071.10232165,54676.0,37,0,7,42,6,Lumpy
SNS,Sensor Modules,Sensor Modules Core,SNS-01,TiRex2,19.29424540201823,46.546929949790325,37.23085457938058,0.8076741249979511,0.8741986163005598,0.09559796370569079,0.7619047619047619,,134.69870285760788,,14.896970298807457,0,0,0,810.3583068847656,1563.6958923339844,90997.90088552888,16357.0,32,0,7,42,6,Smooth
SNS,Sensor Modules,Sensor Modules Compact,SNS-02,TiRex2,132.45210811070032,342.67590426203714,236.68206314813523,0.4049960416645357,0.49425737133868686,0.4913571574426217,0.8571428571428571,,655.3705400739398,,86.06054622811615,0,0,0,5562.988540649414,9940.64665222168,4931924.5651958035,20231.0,36,0,7,42,6,Erratic
SNS,Sensor Modules,Sensor Modules Standard,SNS-03,TiRex2,6.285441080729167,56.90272036581062,46.440572102864586,0.3242946489601276,0.2883273846696681,0.08234491612784703,0.9523809523809523,,310.7774600074405,,21.229893881177148,0,0,0,263.988525390625,1950.5040283203125,135992.62257124484,23687.0,40,0,7,42,6,Smooth
SNS,Sensor Modules,Sensor Modules Heavy Duty,SNS-04,TiRex2,249.97832779657273,662.4440853581318,432.98391977945965,0.5853408051403357,0.7125405010347324,0.7498175331190906,0.8809523809523809,,1360.3763320559547,,163.76045812374701,0,0,0,10499.089767456055,18185.324630737305,18430950.981490817,24253.0,37,0,7,42,6,Erratic
SNS,Sensor Modules,Sensor Modules Precision,SNS-05,TiRex2,97.80925060453869,146.74625847258991,129.78771100725447,0.8795463628414268,0.7153664363599388,0.1644319586831374,0.8571428571428571,,406.20079331170945,,47.23115913350747,0,0,0,4107.988525390625,5451.0838623046875,904447.5037795752,33151.0,36,0,7,42,6,Smooth
SNS,Sensor Modules,Sensor Modules High Capacity,SNS-06,TiRex2,56.26447586786179,286.8976294182605,255.88536689394996,0.4828665114285385,0.45042245827866345,0.4301971583358377,0.8095238095238095,,654.510750180199,,91.23624928691399,0,0,0,2363.1079864501953,10747.185409545898,3457030.4901643367,24982.0,34,0,7,42,6,Intermittent
SNS,Sensor Modules,Sensor Modules Service Kit,SNS-07,TiRex2,163.5580066499256,507.56176077642107,423.13597179594495,0.7446453248659167,0.7298547993497557,0.652651884518167,0.5714285714285714,,712.9094321841285,,157.82904707691657,0,0,0,6869.436279296875,17771.710815429688,10819995.522103356,27230.0,24,0,7,42,6,Intermittent
SNS,Sensor Modules,Sensor Modules Premium,SNS-08,TiRex2,746.0467598324731,1690.5267980036456,800.3182282220749,1.0527132073915668,1.332720124512175,0.9636306858932157,0.7857142857142857,,1047.8353547595796,,375.39995131139403,0,3,3,31333.963912963867,33613.36558532715,120030995.90027528,34882.0,33,0,7,42,6,Lumpy
