Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.0285714285714,398.4090885373461,503.6480543197967,370.5540168927213,531.5031259644215,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.0571428571429,375.61549165482546,526.4987940594604,335.6790938841856,566.4351918301002,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.0857142857143,357.4486582172084,544.7227703542202,307.8801949396087,594.2912336318199,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.1142857142857,341.57809727013216,560.6504741584392,283.59314171482345,618.635429713748,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.1428571428571,327.11754655980735,575.1681677259069,261.4625130586362,640.823201227078,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.1714285714286,313.6207050974206,588.7221520454366,240.80575050999343,661.5371066328637,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.2,300.82730245195353,601.5726975480464,221.22480479428788,681.175195205712,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.2285714285714,288.5709015074092,613.8862413497336,202.46513230842555,699.9920105487172,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.2571428571428,276.7380614444232,625.7762242698625,184.35324029073467,718.161045423551,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.2857142857143,265.2477484111397,637.3236801602889,166.76519815938298,735.8062304120456,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.3142857142857,254.03995263212434,648.588618796447,149.6092288827365,753.0193425458349,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,451.3428571428571,243.06894371170773,659.6167705740065,132.81539385596597,769.8703204297483,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,400.122549088318,501.8688224433049,373.1919372868349,528.799434244788,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,378.91462185836735,523.0767496732556,340.7572115411053,561.2341599905176,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,362.5452374963549,539.446134035268,315.72239853691406,586.2689729947089,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,348.66466131669057,553.3267102149323,294.4938891829064,607.4974823487165,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,336.364504417058,565.6268671145649,275.682422539169,626.3089489924539,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,325.1797559146382,576.8116156169847,258.576825831037,643.4145457005859,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,314.8346778241689,587.156693707454,242.75539420104423,659.2359773305786,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,305.1499291119303,596.8414424196926,227.94384920695578,674.0475223246672,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,296.0011543674808,605.9902171641421,213.95200566051943,688.0393658711034,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,287.297964218244,614.6934073133789,200.6416249456715,701.3497465859514,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,278.9722347466939,623.0191367849291,187.90852052132686,714.082851010296,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,450.99568576581146,270.9711258811514,631.0202456504715,175.67188047151086,726.3194910601121,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.47253139586053,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,399.8630413125542,502.1369586874458,372.7927705751624,529.2072294248376,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,378.6814194857015,523.3185805142986,340.3982754717705,561.6017245282295,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,362.4281894087932,539.5718105912068,315.5411051169856,586.4588948830144,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,348.7260826251084,553.2739173748917,294.58554115032484,607.4144588496752,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,336.6542842122727,565.3457157877273,276.1233186741414,625.8766813258586,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,325.7405442179744,576.2594557820256,259.43219371236955,642.5678062876304,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,315.7043245088345,586.2956754911655,244.08312021450672,657.9168797854933,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,306.362838971403,595.637161028597,229.79655094354098,672.203449056459,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,297.5891239376626,604.4108760623374,216.3783117254872,685.6216882745127,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,289.2907379337368,612.7092620662631,203.68702552617293,698.3129744738271,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,281.3978951138373,620.6021048861627,191.6159641045714,710.3840358954286,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451,273.85637881758635,628.1436211824137,180.08221023397113,721.9177897660288,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,433,389.56724875932724,476.43275124067276,366.5753390890432,499.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,514,470.56724875932724,557.4327512406727,447.5753390890432,580.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,525,481.56724875932724,568.4327512406727,458.5753390890432,591.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,507,463.56724875932724,550.4327512406727,440.5753390890432,573.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,493,449.56724875932724,536.4327512406727,426.5753390890432,559.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,544,500.56724875932724,587.4327512406727,477.5753390890432,610.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,472,428.56724875932724,515.4327512406727,405.5753390890432,538.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,409,365.56724875932724,452.43275124067276,342.5753390890432,475.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,407,363.56724875932724,450.43275124067276,340.5753390890432,473.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,425,381.56724875932724,468.43275124067276,358.5753390890432,491.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,408,364.56724875932724,451.43275124067276,341.5753390890432,474.4246609109568,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,451,407.56724875932724,494.43275124067276,384.5753390890432,517.4246609109568,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,659.9714285714285,472.64717997772783,847.2956771651293,373.48371278555635,946.4591443573007,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,660.9428571428572,392.3721710082962,929.5135432774182,250.19943777583467,1071.6862765098797,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,661.9142857142857,328.5683422579676,995.2602291706039,152.10565909904176,1171.7229123295297,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,662.8857142857142,272.93919511266597,1052.8322334587624,66.5139770695472,1259.2574515018814,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,663.8571428571429,222.32965465287504,1105.3846310614108,0,1339.115164719925,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,664.8285714285714,175.15089877730287,1154.50624407984,0,1413.7259457000705,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,665.8000000000001,130.476370244358,1201.123629755642,0,1484.5068414593557,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,666.7714285714286,87.71355643363597,1245.8293007092211,0,1552.3640218528221,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,667.7428571428571,46.45861042229171,1289.0271038634226,0,1617.9151174505728,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,668.7142857142858,6.4230534078840265,1331.0055180206875,0,1681.6013185084585,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,669.6857142857143,0,1371.9781767150955,0,1743.7493493222023,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,670.6571428571428,0,1412.1078791901207,0,1804.6081898489892,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9525006837663,681.092819817596,323.0097851570999,756.0355353442624,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524999758489,681.0928205255134,323.0097840744337,756.0355364269286,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.95249926793156,681.0928212334308,323.00978299176757,756.0355375095947,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524985600142,681.0928219413481,323.0097819091014,756.035538592261,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524978520969,681.0928226492654,323.0097808264353,756.035539674927,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524971441796,681.0928233571827,323.0097797437692,756.0355407575931,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524964362622,681.0928240651001,323.009778661103,756.0355418402594,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.95249572834484,681.0928247730175,323.00977757843685,756.0355429229255,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.95249502042753,681.0928254809348,323.0097764957707,756.0355440055916,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524943125102,681.0928261888521,323.00977541310465,756.0355450882577,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524936045929,681.0928268967693,323.0097743304385,756.0355461709238,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524928966756,681.0928276046867,323.0097732477724,756.0355472535899,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,539.5277777777778,398.0770914456499,680.9784641099058,323.1976212291187,755.857934326437,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,476.94929621680325,841.0507037831967,380.57747501669496,937.422524983305,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,401.5414256702362,916.4585743297638,265.2510890984481,1052.7489109015519,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,343.6789314938316,974.3210685061683,176.7580407573006,1141.2419592426995,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,294.8985924336065,1023.1014075663935,102.15495003338992,1215.84504996661,Native fable 80% and 95% model intervals,Smooth
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,251.92225098909387,1066.0777490109062,36.42830767019632,1281.5716923298037,Native fable 80% and 95% model intervals,Smooth
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,213.06866841660087,1104.9313315833992,0,1340.9931191063988,Native fable 80% and 95% model intervals,Smooth
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,177.3391117853758,1140.6608882146243,0,1395.636760504493,Native fable 80% and 95% model intervals,Smooth
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,144.08285134047242,1173.9171486595276,0,1446.4978218031038,Native fable 80% and 95% model intervals,Smooth
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,112.84788865040969,1205.1521113495903,0,1494.2675749499151,Native fable 80% and 95% model intervals,Smooth
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,83.30512640846575,1234.6948735915344,0,1539.449330842378,Native fable 80% and 95% model intervals,Smooth
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,55.2061227310021,1262.793877268998,0,1582.4230485529752,Native fable 80% and 95% model intervals,Smooth
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,659,28.357862987663225,1289.6421370123367,0,1623.4839184853988,Native fable 80% and 95% model intervals,Smooth
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,592,384.3019751567423,799.6980248432577,274.35328230440746,909.6467176955925,Native fable 80% and 95% model intervals,Smooth
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,597,389.3019751567423,804.6980248432577,279.35328230440746,914.6467176955925,Native fable 80% and 95% model intervals,Smooth
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,724,516.3019751567423,931.6980248432577,406.35328230440746,1041.6467176955925,Native fable 80% and 95% model intervals,Smooth
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,570,362.3019751567423,777.6980248432577,252.35328230440746,887.6467176955925,Native fable 80% and 95% model intervals,Smooth
