Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Quantile_Crossings,Raw_Quantile_Crossings,Quantile_Rearranged,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units,Selected_Model
2026-08-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2026-09-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2026-10-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2026-11-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2026-12-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-01-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-02-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-03-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-04-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-05-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2027-06-01,BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,938.8333333333331,0.0,2478.1880285713864,0.0,3293.0731807304173,Native fable 80% and 95% model intervals,Erratic,,,,,,,,,,,,,Mean
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,103.53204345703124,0.0,361.0697021484375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,0.0,0.0,0.0,38.180076599121094,103.53204345703124,167.74761962890625,226.92855834960935,283.7042236328125,361.0697021484375,TiRex2
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,1200.047607421875,919.1109619140624,1496.159423828125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,919.1109619140624,1008.4485473632812,1070.499267578125,1130.519775390625,1200.047607421875,1271.5635986328125,1332.0313720703125,1390.292724609375,1496.159423828125,TiRex2
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,555.9450073242188,0.0,1037.2353515625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,0.0,0.0,181.54196166992188,379.82757568359375,555.9450073242188,706.6965942382812,822.8944091796875,919.619384765625,1037.2353515625,TiRex2
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,874.7477416992188,191.37908935546875,1444.789306640625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,191.37908935546875,378.74322509765625,542.919677734375,709.7946166992188,874.7477416992188,1031.6534423828125,1163.0660400390625,1280.588134765625,1444.789306640625,TiRex2
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,1177.2432861328125,759.91650390625,1533.7034912109375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,759.91650390625,859.0628662109375,948.5808715820312,1059.5528564453125,1177.2432861328125,1287.8369140625,1360.77197265625,1419.038818359375,1533.7034912109375,TiRex2
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,279.12872314453125,0.0,676.8197021484375,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,0.0,0.0,0.0,108.337646484375,279.12872314453125,411.1346435546875,497.2711791992187,572.0390625,676.8197021484375,TiRex2
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,1160.59521484375,596.867919921875,1700.392822265625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,596.867919921875,726.113037109375,848.0955810546875,1000.9412231445312,1160.59521484375,1306.4290771484375,1418.6727294921875,1525.1162109375,1700.392822265625,TiRex2
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,850.724365234375,88.52423095703125,1535.1912841796875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,88.52423095703125,277.67449951171875,451.5743408203125,656.401611328125,850.724365234375,1022.054443359375,1170.818359375,1323.433349609375,1535.1912841796875,TiRex2
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,656.4683227539062,0.0,1251.509033203125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,0.0,0.0,212.70697021484375,450.2854309082031,656.4683227539062,815.8244018554688,949.7210083007812,1083.2279052734375,1251.509033203125,TiRex2
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,1205.206787109375,810.8538818359375,1577.840087890625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,810.8538818359375,866.393310546875,933.8505859375,1063.7451171875,1205.206787109375,1306.09716796875,1375.4378662109375,1450.9605712890625,1577.840087890625,TiRex2
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,335.90283203125,0.0,688.9196166992188,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,0.0,0.0,0.0,139.14674377441406,335.90283203125,453.0094909667969,529.4033813476562,599.3135986328125,688.9196166992188,TiRex2
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,1041.71484375,415.32708740234375,1669.61376953125,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Intermittent,0.0,0.0,False,415.32708740234375,520.2005615234375,647.6193237304688,837.4379272460938,1041.71484375,1202.8489990234375,1336.119384765625,1474.9951171875,1669.61376953125,TiRex2
