Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Raw_Quantile_Crossings,Rearranged_Points,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile,Within_2pct_of_Best,Complexity_Rank,Raw_Best_Model,Selected_Model,Selected,Near_Tie,Raw_Winner_Margin_Pct,Selection_Rationale,RMSE_Rank
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,ARIMA,38.32717481569698,80.62312304727968,60.618947412740496,0.4720825008155427,0.3153195706990358,0.0954056730620963,1.0,1.0,471.08163271430607,720.4571854321008,,,,,1609.7413422592736,2545.995791335102,273003.6947356655,26686.0,42,42,7,42,6,Smooth,False,4,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Mean,38.327174815696985,80.6231230472797,60.618947412740496,0.4720825008155428,0.3153195706990359,0.0954056730620963,1.0,1.0,479.7866868701755,733.7704168990876,,,,,1609.741342259274,2545.9957913351027,273003.69473566575,26686.0,42,42,7,42,6,Smooth,False,1,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,ETS,38.25720087967968,80.62613660730275,60.6207717164818,0.4720911134946334,0.3153244164311185,0.0954085442588711,1.0,1.0,480.5102618018641,734.8770292620659,,,,,1606.8024369465456,2546.0724120922355,273024.10397721676,26686.0,42,42,7,42,6,Smooth,False,3,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Naive,-51.619047619047635,108.2464120157602,89.71428571428571,0.7092709392232751,0.4333122691485665,0.1411976317170051,1.0,1.0,1006.7616097303194,1403.2388571215747,,,,,-2168.0,3768.0,492126.0,26686.0,42,42,7,42,6,Smooth,False,1,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Drift,-145.07225769898938,189.2981655567684,153.29068420002454,1.2031389074255898,0.7493512010090702,0.2412579156262097,1.0,1.0,1098.5020183202464,1555.7597618349066,,,,,-6093.034823357554,6438.208736401034,1505019.410292623,26686.0,42,42,7,42,6,Smooth,False,2,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Seasonal_Naive,88.54761904761905,222.071470691843,120.5952380952381,0.9720340843783254,0.9133410887696236,0.1897998950760698,0.8571428571428571,0.8571428571428571,590.8773075578706,903.6688598661922,,,,,3719.0,5065.0,2071261.0,26686.0,36,36,7,42,6,Smooth,False,1,TiRex2,TiRex2,False,False,0.19264656506454617,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,ARIMA,40.835098784531574,774.5100224797081,628.0575339184719,0.5664304532336258,0.5768070924550663,0.8317331365150819,0.8571428571428571,0.9523809523809524,1784.5516135236371,2351.593780049791,,,,,1715.0741489503257,26378.416424575826,25194362.546703756,31715.0,36,40,7,42,6,Erratic,True,4,ARIMA,Mean,False,True,0.016467016737063116,Candidate,1
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Mean,44.664164436184215,787.2638919829046,636.171373836891,0.573913828831568,0.5869262217946136,0.8424782500756561,0.8571428571428571,0.9285714285714286,1784.2853906236294,2352.736923695126,,,,,1875.8949063197356,26719.197701149435,26030946.296042964,31715.0,36,39,7,42,6,Erratic,True,1,ARIMA,Mean,True,True,0.016467016737063116,Simplest model within 2% of lowest rolling-origin RMSE,2
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,ETS,44.677339545647634,787.2964969399944,636.2111745574869,0.5739509357883988,0.5869511045114869,0.8425309579509521,0.8571428571428571,0.9285714285714286,1785.8931754975006,2355.2027929512055,,,,,1876.4482609172017,26720.869331414448,26033102.51194743,31715.0,36,39,7,42,6,Erratic,True,3,ARIMA,Mean,False,True,0.016467016737063116,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,TiRex2,3.551396687825521,938.3486587495324,633.3182918003628,0.5671679893606848,0.6965305851658842,0.8386999292327049,0.7142857142857143,,1080.235957917713,,264.96420979171836,0.0,0.0,0.0,149.15866088867188,26599.36825561523,36980924.625835955,31715.0,30,0,7,42,6,Erratic,False,5,ARIMA,Mean,False,True,0.016467016737063116,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Naive,254.26190476190484,974.8982975039964,786.4047619047619,0.7099904178641873,0.7277710527870975,1.0414314992905565,1.0,1.0,2859.5974136239774,4114.689665486299,,,,,10679.0,33029.0,39917921.0,31715.0,42,42,7,42,6,Erratic,False,1,ARIMA,Mean,False,True,0.016467016737063116,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Drift,236.99104031622772,1011.7281066983624,821.5725404435407,0.742484238659593,0.7564998079542202,1.0880039949118303,1.0,1.0,3101.472724460542,4475.261694323906,,,,,9953.62369328157,34506.0466986287,42990937.99910503,31715.0,42,42,7,42,6,Erratic,False,2,ARIMA,Mean,False,True,0.016467016737063116,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Seasonal_Naive,98.92857142857136,1268.621796243767,1028.1666666666667,0.9314328824334208,0.956148806949603,1.3615954595617217,0.7619047619047619,0.9761904761904762,2274.640750886879,3269.4722158825844,,,,,4155.0,43183.0,67594853.0,31715.0,32,41,7,42,6,Erratic,False,1,ARIMA,Mean,False,True,0.016467016737063116,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,ETS,-5.023819830804479,64.5983522672561,50.33432651528855,0.3852629272907931,0.2422788754900966,0.0539337631360083,1.0,1.0,535.6704959937482,819.2373275922739,,,,,-211.00043289378823,2114.0417136421197,175263.77885706947,39197.0,42,42,7,42,6,Smooth,True,3,ETS,ETS,True,False,0.049799898602455664,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,TiRex2,10.870147705078123,67.81534366005117,53.88302902948288,0.4125613848766185,0.2544936119720817,0.0577362354067474,0.9523809523809524,,304.0657261439732,,22.49750036814856,0.0,0.0,0.0,456.5462036132813,2263.0872192382812,193154.67510069537,39197.0,40,0,7,42,6,Smooth,False,5,ETS,ETS,False,False,0.049799898602455664,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Naive,-6.452380952380942,74.82376118650572,60.26190476190476,0.4609146708483761,0.2782738679282482,0.0645712682093017,1.0,1.0,1152.1849983447546,1687.414357480611,,,,,-271.0,2531.0,235141.0,39197.0,42,42,7,42,6,Smooth,False,1,ETS,ETS,False,False,0.049799898602455664,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Drift,-12.696856405435833,78.4211405123276,63.6265689989908,0.4860895207464447,0.2895530895703572,0.0681765415199533,1.0,1.0,1261.7602369627753,1796.9748141241057,,,,,-533.2679690283047,2672.3158979576124,258294.7617286776,39197.0,42,42,7,42,6,Smooth,False,2,ETS,ETS,False,False,0.049799898602455664,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,ARIMA,76.73584782395118,98.23015347430054,83.05604140644363,0.6347007252252103,0.3658982949698984,0.0889954266671079,1.0,1.0,505.128112566044,772.5267830229067,,,,,3222.905608605949,3488.3537390706315,405264.8481665548,39197.0,42,42,7,42,6,Smooth,False,4,ETS,ETS,False,False,0.049799898602455664,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Mean,76.73584782395127,98.23015347430058,83.05604140644371,0.6347007252252107,0.3658982949698986,0.088995426667108,1.0,1.0,514.4699446279077,786.8138822572585,,,,,3222.9056086059527,3488.353739070635,405264.8481665552,39197.0,42,42,7,42,6,Smooth,False,1,ETS,ETS,False,False,0.049799898602455664,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Seasonal_Naive,71.73809523809526,115.15486466989944,106.92857142857142,0.8154808379783276,0.4153660553309335,0.1145750950327831,1.0,1.0,704.6039326900423,1077.5987237399268,,,,,3013.0,4491.0,556947.0,39197.0,42,42,7,42,6,Smooth,False,1,ETS,ETS,False,False,0.049799898602455664,Candidate,7
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,ETS,138.82870673947312,1282.0428996084745,1008.0327965673137,0.7170952283507726,0.7139028696198567,0.9152444432493226,0.8571428571428571,0.8571428571428571,2517.100043289471,3340.0279380388806,,,,,5830.80568305787,42337.37745582717,69032627.85033321,46258.0,36,36,7,42,6,Erratic,True,3,ETS,Mean,False,True,7.760346771000115e-05,Candidate,1
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,139.33016460459805,1282.142390583237,1007.9104511689734,0.7170119771861553,0.7139551128055474,0.9151333596155664,0.8571428571428571,0.8571428571428571,2514.256043493343,3335.9438714512657,,,,,5851.866913393118,42332.23894909687,69043342.60868093,46258.0,36,36,7,42,6,Erratic,True,1,ETS,Mean,True,True,7.760346771000115e-05,Simplest model within 2% of lowest rolling-origin RMSE,2
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,ARIMA,156.70894678234407,1290.6541370836412,1010.4283150809434,0.7195078733811513,0.7193124678631336,0.9174194568161096,0.8333333333333334,0.8571428571428571,2477.441761873896,3288.841057910728,,,,,6581.775764858449,42437.9892333996,69963100.26598696,46258.0,35,36,7,42,6,Erratic,True,4,ETS,Mean,False,True,7.760346771000115e-05,Candidate,3
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Naive,409.5238095238097,1549.778970415735,1187.095238095238,0.8486521219537329,0.8665076844926652,1.0778243763240951,0.9523809523809524,1.0,3946.7023337555806,5685.49193764261,,,,,17200.0,49858.0,100876224.0,46258.0,40,42,7,42,6,Erratic,False,1,ETS,Mean,False,True,7.760346771000115e-05,Candidate,4
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,TiRex2,123.65163966587612,1567.989521080708,1030.4005977085658,0.7264630445732104,0.8695855191124141,0.9355533119408485,0.6190476190476191,,1453.8516271682013,,454.7164042276049,0.0,0.0,0.0,5193.368865966797,43276.825103759766,103260827.80519415,46258.0,26,0,7,42,6,Erratic,False,5,ETS,Mean,False,True,7.760346771000115e-05,Candidate,5
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Drift,437.9363133054962,1606.9382785295795,1223.704867705545,0.8740785457289668,0.897537891107767,1.1110641282293416,0.9523809523809524,1.0,4207.980085677534,6110.19954490057,,,,,18393.32515883084,51395.60444363288,108454526.50215156,46258.0,40,42,7,42,6,Erratic,False,2,ETS,Mean,False,True,7.760346771000115e-05,Candidate,6
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Seasonal_Naive,124.2142857142856,1853.1690553263209,1457.02380952381,1.0464274565241105,1.046030261492346,1.3229063080980588,0.7619047619047619,0.9047619047619048,3139.2545479926,4488.987864934838,,,,,5217.0,61195.0,144237893.0,46258.0,32,38,7,42,6,Erratic,False,1,ETS,Mean,False,True,7.760346771000115e-05,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,-24.064586821056547,419.1489890345918,300.4118056524368,0.3660195949703806,0.4248201944996722,0.373845802589699,0.7380952380952381,,792.9296235584077,,114.84390479193792,0.0,0.0,0.0,-1010.712646484375,12617.295837402344,7378806.750366256,33750.0,31,0,7,42,6,Intermittent,True,5,TiRex2,TiRex2,True,False,0.33023733870756183,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,ARIMA,25.10212019664228,557.5676356953404,522.0352367044673,0.6301030794901153,0.5624101193661835,0.6496438501211148,0.9523809523809524,1.0,1485.6968340186534,1955.793251495798,,,,,1054.2890482589764,21925.479941587622,13057030.07174546,33750.0,40,42,7,42,6,Intermittent,False,4,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,ETS,56.39894793090429,639.5233339849251,625.9726937927841,0.7554090003124232,0.6452946519793812,0.7789882411643534,1.0,1.0,1581.117150466218,2022.5807918643632,,,,,2368.7558130979805,26290.853139296927,17177583.97787015,33750.0,42,42,7,42,6,Intermittent,False,3,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Mean,51.995082101806226,640.2059572533577,625.9626464148878,0.7553956530770097,0.646009964033923,0.7789757377607495,1.0,1.0,1584.1258649094002,2024.8509577761936,,,,,2183.7934482758615,26290.431149425294,17214274.0435129,33750.0,42,42,7,42,6,Intermittent,False,1,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Naive,116.71428571428564,912.9457032829812,700.4761904761905,0.8416452006229872,0.9177703275319568,0.8717037037037038,1.0,1.0,3283.7851545409935,4658.51580271028,,,,,4902.0,29420.0,35005734.0,33750.0,42,42,7,42,6,Intermittent,False,1,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Drift,25.04593641671233,962.3800885876642,732.8710504469987,0.8805226907951912,0.9681071243608188,0.9120173072229316,1.0,1.0,3620.516932554739,5124.976323563966,,,,,1051.929329501917,30780.58411877394,38899368.26622002,33750.0,42,42,7,42,6,Intermittent,False,2,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Seasonal_Naive,28.38095238095245,1177.7857150076964,1050.5238095238096,1.2687115502915332,1.1885329992607885,1.3073185185185183,0.4523809523809524,1.0,2000.2777598346331,2718.0591784811254,,,,,1192.0,44122.0,58261526.0,33750.0,19,42,7,42,6,Intermittent,False,1,TiRex2,TiRex2,False,False,0.33023733870756183,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,TiRex2,473.12706284295945,914.7818494300394,582.9792095365979,0.4695025192704378,0.4491967620779046,0.8772258097068325,0.8095238095238095,,1349.3402362096876,,229.56609277271093,0.0,0.0,0.0,19871.336639404297,24485.12680053711,35146684.94595902,27912.0,34,0,7,42,6,Lumpy,True,5,TiRex2,Mean,False,True,0.016877513619770773,Candidate,1
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Mean,-0.9112266450936636,930.221092552914,759.807739791073,0.6106654659064461,0.4573967780962679,1.143304853511933,0.9285714285714286,1.0,2549.9363927652885,3547.5059427913175,,,,,-38.27151909393274,31911.925071225076,36343073.80327415,27912.0,39,42,7,42,6,Lumpy,True,1,TiRex2,Mean,True,True,0.016877513619770773,Simplest model within 2% of lowest rolling-origin RMSE,2
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,ARIMA,-0.9112266450936852,930.221092552914,759.8077397910731,0.6106654659064461,0.4573967780962679,1.1433048535119332,0.9285714285714286,1.0,2515.7161695998743,3495.170627732314,,,,,-38.27151909393229,31911.92507122508,36343073.803274155,27912.0,39,42,7,42,6,Lumpy,True,4,TiRex2,Mean,False,True,0.016877513619770773,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,ETS,10.509349258537483,930.5641992980748,756.5099791600037,0.6080181052795428,0.4575706466493714,1.138342616964752,0.9285714285714286,1.0,2541.5300887474364,3540.6952979232965,,,,,441.39266885858206,31773.419124720152,36369888.61864121,27912.0,39,42,7,42,6,Lumpy,True,3,TiRex2,Mean,False,True,0.016877513619770773,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Naive,355.28571428571433,1042.391960828555,738.3809523809525,0.5962847559678887,0.5137002616382276,1.1110633419317857,1.0,1.0,5140.552029796042,7698.069929221168,,,,,14922.0,31012.0,45636402.0,27912.0,42,42,7,42,6,Lumpy,False,1,TiRex2,Mean,False,True,0.016877513619770773,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Drift,515.0769856473879,1088.2082552802462,710.1497977862922,0.5730418900764517,0.5348532247960835,1.0685831007102418,1.0,1.0,5040.632850277243,7833.545657351758,,,,,21633.233397190295,29826.291507024267,49736282.68812328,27912.0,42,42,7,42,6,Lumpy,False,2,TiRex2,Mean,False,True,0.016877513619770773,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Seasonal_Naive,-547.0,2609.2374456187476,1759.0,1.41318197451842,1.2709086570577268,2.6468185726569216,0.7857142857142857,0.8571428571428571,3387.4680019543875,5023.891002471706,,,,,-22974.0,73878.0,285941042.0,27912.0,33,36,7,42,6,Lumpy,False,1,TiRex2,Mean,False,True,0.016877513619770773,Candidate,7
CNV,Conveying Components,Conveying Components Core,CNV-01,Seasonal_Naive,3.476190476190474,29.759352271496898,27.52380952380953,0.5673350985071517,0.3264669788993103,0.0837681159420289,1.0,1.0,240.12004377278132,367.2319166968812,,,,,146.0,1156.0,37196.0,13800.0,42,42,7,42,6,Smooth,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.1194086839610752,Lowest rolling-origin RMSE,1
CNV,Conveying Components,Conveying Components Core,CNV-01,ARIMA,-2.418007662854517,33.312877361770376,27.134209085939613,0.5507006489282726,0.3573795152096516,0.0825823754789466,1.0,1.0,219.93683690425945,336.36436550473405,,,,,-101.55632183988962,1139.636781609464,46609.407521054825,13800.0,42,42,7,42,6,Smooth,False,4,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,2
CNV,Conveying Components,Conveying Components Core,CNV-01,Mean,-4.896688981516568,36.249937598014434,28.991351943076076,0.5863719234991676,0.3860440988683223,0.0882345493919706,1.0,1.0,213.70224354540372,326.82937778348924,,,,,-205.660937223696,1217.6367816091954,55190.43498611749,13800.0,42,42,7,42,6,Smooth,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,3
CNV,Conveying Components,Conveying Components Core,CNV-01,ETS,-4.897284509485396,36.252187084490025,28.99201297420835,0.5863822701157582,0.3860648410160932,0.0882365612258514,1.0,1.0,214.0248453916486,327.3227547313902,,,,,-205.68594939838647,1217.66454491675,55197.28487317235,13800.0,42,42,7,42,6,Smooth,False,3,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,4
CNV,Conveying Components,Conveying Components Core,CNV-01,TiRex2,-16.434147426060267,39.14980013641097,30.7067624046689,0.6196986164022631,0.4112802417271717,0.0934553638402966,0.9761904761904762,,138.22584352039155,,12.044187245040977,0.0,0.0,0.0,-690.2341918945312,1289.6840209960938,64373.68773027882,13800.0,41,0,7,42,6,Smooth,False,5,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,5
CNV,Conveying Components,Conveying Components Core,CNV-01,Naive,-25.142857142857164,61.9554371340901,50.90476190476191,1.022405787401462,0.6500047403843583,0.154927536231884,1.0,1.0,490.61875193830446,694.397175669509,,,,,-1056.0,2138.0,161216.0,13800.0,42,42,7,42,6,Smooth,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,6
CNV,Conveying Components,Conveying Components Core,CNV-01,Drift,-17.91718266934909,64.413487809173,52.41835454983131,1.0598474796740334,0.6836458298977982,0.1595341225429648,1.0,1.0,529.5769818196518,728.998024052398,,,,,-752.5216721126623,2201.570891092915,174262.0912931841,13800.0,42,42,7,42,6,Smooth,False,2,Seasonal_Naive,Seasonal_Naive,False,False,0.1194086839610752,Candidate,7
CNV,Conveying Components,Conveying Components Compact,CNV-02,Mean,-20.206999083747863,103.75075939284824,62.16507936507937,1.0328597251205756,0.9444651816672106,0.1579989914271306,0.9523809523809524,0.9523809523809524,272.28672278623435,416.4266069954622,,,,,-848.6939615174101,2610.9333333333334,452097.243132893,16525.0,40,40,7,42,6,Smooth,True,1,Mean,Mean,True,False,0.08845193852800817,Lowest rolling-origin RMSE,1
CNV,Conveying Components,Conveying Components Compact,CNV-02,TiRex2,-32.97172110421317,112.92771518489862,57.89400155203683,0.9514015726970052,1.012311052275796,0.1471436045498061,0.9285714285714286,,198.2489540463402,,24.904940573879013,0.0,0.0,0.0,-1384.8122863769531,2431.548065185547,535612.0919890264,16525.0,39,0,7,42,6,Smooth,False,5,Mean,Mean,False,False,0.08845193852800817,Candidate,2
CNV,Conveying Components,Conveying Components Compact,CNV-02,Drift,-14.661713673077973,112.97737742227513,87.42094116090973,1.4346695811402344,1.057659109956354,0.2221893814679703,1.0,1.0,588.0021473073111,821.6926641068834,,,,,-615.7919742692751,3671.67952875821,536083.2879870383,16525.0,42,42,7,42,6,Smooth,False,2,Mean,Mean,False,False,0.08845193852800817,Candidate,3
