Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Quantile_Crossings,Raw_Quantile_Crossings,Quantile_Rearranged,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,445.47222222222223,378.4725313958606,512.4719130485839,343.0050375021256,547.9394069423188,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,399.8630413125542,502.1369586874458,372.7927705751624,529.2072294248376,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,378.6814194857015,523.3185805142986,340.3982754717705,561.6017245282295,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,362.4281894087932,539.5718105912068,315.5411051169856,586.4588948830144,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,348.7260826251084,553.2739173748917,294.58554115032484,607.4144588496752,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,336.6542842122727,565.3457157877273,276.1233186741414,625.8766813258586,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,325.7405442179744,576.2594557820256,259.43219371236955,642.5678062876304,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,315.7043245088345,586.2956754911655,244.08312021450672,657.9168797854933,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,306.362838971403,595.637161028597,229.79655094354095,672.203449056459,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,297.5891239376626,604.4108760623374,216.3783117254872,685.6216882745127,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,289.2907379337368,612.7092620662631,203.68702552617293,698.3129744738271,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,281.3978951138373,620.6021048861627,191.6159641045714,710.3840358954286,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,451.0,273.85637881758635,628.1436211824137,180.08221023397113,721.9177897660288,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,433.0,389.5672487593272,476.4327512406728,366.5753390890432,499.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,514.0,470.5672487593272,557.4327512406727,447.5753390890432,580.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,525.0,481.5672487593272,568.4327512406727,458.5753390890432,591.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,507.0,463.5672487593272,550.4327512406727,440.5753390890432,573.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,493.0,449.5672487593272,536.4327512406727,426.5753390890432,559.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,544.0,500.5672487593272,587.4327512406727,477.5753390890432,610.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,472.0,428.5672487593272,515.4327512406727,405.5753390890432,538.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,409.0,365.5672487593272,452.4327512406728,342.5753390890432,475.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,407.0,363.5672487593272,450.4327512406728,340.5753390890432,473.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,425.0,381.5672487593272,468.4327512406728,358.5753390890432,491.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,408.0,364.5672487593272,451.4327512406728,341.5753390890432,474.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,451.0,407.5672487593272,494.4327512406728,384.5753390890432,517.4246609109568,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,460.4532470703125,420.7183532714844,499.1060791015625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,420.7183532714844,435.14013671875,444.9815673828125,453.04254150390625,460.4532470703125,468.0046081542969,476.1954956054687,485.8557739257813,499.1060791015625
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,486.3167724609375,442.3728637695313,534.77294921875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,442.3728637695313,456.9541931152344,468.2558288574219,477.5854187011719,486.3167724609375,495.4505615234375,505.481689453125,517.3385620117188,534.77294921875
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,503.0963439941406,453.75543212890625,556.087890625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,453.75543212890625,468.8771362304687,481.8088684082031,492.9454956054687,503.0963439941406,513.2948608398438,524.0716552734375,536.650146484375,556.087890625
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,514.3181762695312,462.6567077636719,569.033447265625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,462.6567077636719,478.1368713378906,492.0162963867187,503.9577941894531,514.3181762695312,524.5753784179688,535.197021484375,547.9163818359375,569.033447265625
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,509.96441650390625,458.8332214355469,567.5057373046875,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,458.8332214355469,473.5169982910156,486.9412231445313,498.960205078125,509.96441650390625,521.05419921875,532.5188598632812,545.8189086914062,567.5057373046875
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,496.0364379882813,447.16015625,556.7339477539062,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,447.16015625,461.316650390625,473.869140625,485.3143310546875,496.0364379882813,507.2268676757813,519.0296020507812,533.3304443359375,556.7339477539062
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,464.3309020996094,414.0816955566406,522.1500244140625,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,414.0816955566406,430.2955627441406,443.066162109375,454.0391540527344,464.3309020996094,474.99072265625,486.4738159179687,500.45465087890625,522.1500244140625
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,433.4892578125,377.3292236328125,482.7682189941406,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,377.3292236328125,397.4170227050781,411.7363586425781,423.2663269042969,433.4892578125,443.49322509765625,453.7702331542969,465.7599792480469,482.7682189941406
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,412.84716796875,362.7262573242187,456.4548950195313,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,362.7262573242187,380.7021179199219,393.2629699707031,403.5534057617187,412.84716796875,422.1780090332031,431.8297424316406,442.7018737792969,456.4548950195313
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,409.3499450683594,359.94549560546875,454.3123474121094,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,359.94549560546875,377.4933471679687,389.67633056640625,400.0311279296875,409.3499450683594,418.6974792480469,428.5068664550781,439.9029846191406,454.3123474121094
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,413.6799926757813,363.3621520996094,458.5844421386719,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,363.3621520996094,381.208984375,393.3950500488281,404.0024719238281,413.6799926757813,423.287109375,433.1397399902344,444.3880004882813,458.5844421386719
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,TiRex2,427.6169128417969,374.8255615234375,476.9430847167969,,,TiRex2 marginal q10-q90 after monotone rearrangement; no native 95% interval,Smooth,0.0,0.0,False,374.8255615234375,393.4969177246094,406.2511901855469,417.3776245117187,427.6169128417969,437.7803649902344,448.35357666015625,460.6754455566406,476.9430847167969
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,539.5277777777777,400.0016802578803,679.0538752976752,326.1410258165239,752.9145297390315,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,659.9714285714285,472.64717997772783,847.2956771651293,373.4837127855563,946.4591443573008,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,660.9428571428572,392.3721710082962,929.5135432774182,250.19943777583467,1071.6862765098797,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,661.9142857142857,328.5683422579676,995.260229170604,152.10565909904176,1171.7229123295297,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,662.8857142857142,272.93919511266597,1052.8322334587624,66.5139770695472,1259.2574515018814,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,663.8571428571429,222.32965465287504,1105.3846310614108,0.0,1339.115164719925,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,664.8285714285714,175.15089877730287,1154.50624407984,0.0,1413.7259457000705,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,665.8000000000001,130.476370244358,1201.123629755642,0.0,1484.5068414593557,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,666.7714285714286,87.71355643363597,1245.8293007092211,0.0,1552.364021852822,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,667.7428571428571,46.45861042229171,1289.0271038634226,0.0,1617.9151174505728,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,668.7142857142858,6.4230534078840265,1331.0055180206875,0.0,1681.6013185084585,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,669.6857142857143,0.0,1371.9781767150955,0.0,1743.7493493222023,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,670.6571428571428,0.0,1412.107879190121,0.0,1804.6081898489892,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9525006837663,681.092819817596,323.0097851570999,756.0355353442624,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524999758489,681.0928205255134,323.0097840744337,756.0355364269286,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,539.5226602506812,397.9524992679315,681.0928212334308,323.00978299176757,756.0355375095947,Native fable 80% and 95% model intervals,Smooth,,,,,,,,,,,,
