Month,Product_Group_Code,Product_Group,SKU_Description,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ARIMA,482.25184674862203,435.9238847129904,528.5798087842537,411.3993430271736,553.1043504700705,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ARIMA,528.9796369221541,482.65167488652247,575.3075989577858,458.12713320070566,599.8321406436025,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,487.1142857142857,431.97880494645665,542.2497664821148,402.7918444792944,571.436726949277,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,490.2285714285714,411.179681541965,569.2774613151778,369.33372695949095,611.1234158976519,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,493.34285714285716,395.2285500392775,591.4571642464368,343.28997323147155,643.3957410542428,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,496.45714285714286,381.6834871785343,611.2307985357514,320.92598394628044,671.9883017680053,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,499.57142857142856,369.61585412172064,629.5270030211365,300.8215285598736,698.3213285829835,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,502.68571428571425,358.55801002112497,646.8134185503036,282.26141211337705,723.1100164580514,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,505.8,348.2372396284142,663.3627603715859,264.82855262652686,746.7714473734732,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,508.9142857142857,338.4791476454234,679.349423783148,248.25623550689744,769.572335921674,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,512.0285714285715,329.16486908582635,694.8922737713166,232.36267244531302,791.6944704118299,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,515.1428571428571,320.20949546829524,710.076218817419,217.01800712552466,813.2677071601895,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,518.2571428571429,311.55014765306044,724.9641380612253,202.1260742018368,834.388211512449,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Drift,521.3714285714285,303.1389086479279,739.6039484949291,187.6135909586157,855.1292661842413,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,425.8186738929323,541.1577839967814,395.2902555311305,571.6862023585832,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,402.16631844014864,564.8101394495651,359.1170994261746,607.8593584635391,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,383.8456823582158,583.130775531498,331.09810443614924,635.8783534535645,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,368.2833402048582,598.6931176848556,307.2975559793193,659.6789019103944,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,354.47629166489423,612.5001662248195,286.1814974462974,680.7949604434164,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,341.90920943037463,625.0672484593391,266.961803730778,700.0146541589357,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,330.27587364647945,636.7005842432343,249.1701519787034,717.8063059110103,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,319.37684548682444,647.5996124028893,232.50152682639907,734.4749310633147,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,309.0737025656889,657.9027553240248,216.7442295034366,750.2322283862771,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,299.2657613655839,667.7106965241298,201.74427785769586,765.2321800320178,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,289.8771001492913,677.0993577404224,187.38555961200296,779.5908982777107,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,ETS,483.48822894485687,280.84880679385935,686.1276510958544,173.57797644933152,793.3984814403823,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Mean,441.22222222222223,378.98067984396704,503.4637646004774,346.0319975887227,536.4124468557218,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,430.2695082197236,537.7304917802765,401.8263039956451,566.173696004355,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,408.013609811357,559.986390188643,367.7888446403175,600.2111553596825,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,390.93605832089935,577.0639416791006,341.6709834747377,626.3290165252623,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,376.5390164394472,591.4609835605528,319.6526079912902,648.3473920087098,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,363.8549679148083,604.1450320851917,300.2540297718596,667.7459702281403,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,352.3877115095171,615.6122884904829,282.7163745107497,685.2836254892503,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,341.84248092818854,626.1575190718115,266.58883606145497,701.4111639385451,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,332.02721962271403,635.972780377286,251.577689280635,716.422310719365,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,322.80852465917087,645.1914753408291,237.47891198693537,730.5210880130646,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,314.08926617337124,653.9107338266288,224.14395687196094,743.8560431280391,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,305.7961189635483,662.2038810364518,211.4606827168281,756.5393172831718,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Naive,484,297.8721166417987,670.1278833582013,199.34196694947542,768.6580330505246,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,437,372.98492784819587,501.01507215180413,339.09739564248343,534.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,474,409.98492784819587,538.0150721518041,376.09739564248343,571.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,549,484.98492784819587,613.0150721518041,451.09739564248343,646.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,512,447.98492784819587,576.0150721518041,414.09739564248343,609.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,526,461.98492784819587,590.0150721518041,428.09739564248343,623.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,537,472.98492784819587,601.0150721518041,439.09739564248343,634.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,411,346.98492784819587,475.01507215180413,313.09739564248343,508.90260435751657,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,407,342.98492784819587,471.01507215180413,309.09739564248343,504.90260435751657,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,393,328.98492784819587,457.01507215180413,295.09739564248343,490.90260435751657,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,443,378.98492784819587,507.01507215180413,345.09739564248343,540.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,433,368.98492784819587,497.01507215180413,335.09739564248343,530.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Core,BRG-01,Seasonal_Naive,484,419.98492784819587,548.0150721518041,386.09739564248343,581.9026043575166,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,547.1561405042207,467.72384247885736,626.5884385295841,425.6749238878566,668.6373571205849,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,573,488.8717983962965,657.1282016037035,444.3370186104734,701.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,607,522.8717983962965,691.1282016037035,478.3370186104734,735.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,559,474.8717983962965,643.1282016037035,430.3370186104734,687.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,664,579.8717983962965,748.1282016037035,535.3370186104735,792.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,552,467.8717983962965,636.1282016037035,423.3370186104734,680.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,518,433.8717983962965,602.1282016037035,389.3370186104734,646.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,476,391.8717983962965,560.1282016037035,347.3370186104734,604.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,400,315.8717983962965,484.1282016037035,271.3370186104734,528.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,576,491.8717983962965,660.1282016037035,447.3370186104734,704.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,625,540.8717983962965,709.1282016037035,496.3370186104734,753.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ARIMA,579,494.8717983962965,663.1282016037035,450.3370186104734,707.6629813895265,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,579.2,496.09266114090843,662.3073388590917,452.09829344825005,706.30170655175,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,579.4,460.24727317596046,698.5527268240395,397.1716297076073,761.6283702923927,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,579.6,431.70940661389943,727.4905933861006,353.4208555300408,805.7791444699592,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,579.8,406.7982783909184,752.8017216090815,315.21669899710025,844.3833010028997,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,580,384.1141237545602,775.8858762454398,280.4184046562499,879.5815953437501,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,580.2,362.9520538409953,797.4479461590048,247.9479380191766,912.4520619808235,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,580.4,342.9009969004241,817.8990030995758,217.17661909645938,943.6233809035406,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,580.6,323.6980817482998,837.5019182517003,187.70242110420804,973.497578895792,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,580.8,305.1641396794701,856.4358603205299,159.25132915398865,1002.3486708460113,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,581,287.1711856318402,874.8288143681598,131.62760698437478,1030.3723930156252,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,581.2,269.6244400205903,892.7755599794098,104.68630172908223,1057.7136982709178,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,581.4,252.45167614792229,910.3483238520777,78.31695218607081,1084.4830478139293,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,505.016114127062,662.7224121165497,463.27377851359006,704.4647477300216,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,488.6275436087296,679.1109826348821,438.2096228154333,729.5289034281784,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,474.67150139919676,693.067024844415,416.8656981285003,750.8728281151114,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,462.3072740189291,705.4312522246826,397.9562441404428,769.7822821031689,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,451.0894332376395,716.6490930059722,380.8000371591896,786.938489084422,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,440.74816316275593,726.9903630808558,364.98442938646576,802.7540968571459,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,431.1053430264228,736.6331832171888,350.2370086156292,817.5015176279825,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,422.0360733481108,745.7024528955009,336.366757575033,831.3717686685786,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,413.4487615917698,754.2897646518418,323.23359756887015,844.5049286747414,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,405.2738730044536,762.464653239158,310.7311843694774,857.0073418741342,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,397.4571406603376,770.2813855832741,298.7765238757763,868.9620023678353,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,ETS,583.8692631218058,389.95524756333816,777.7832786802735,287.3033684590918,880.4351577845198,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Mean,550.75,471.1406978281089,630.359302171891,428.99807890194677,672.5019210980532,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,498.23377746797837,659.7662225320216,455.47872189767094,702.521278102329,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,464.7793127135715,693.2206872864285,404.3145332660274,753.6854667339726,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,439.1087990391242,718.8912009608757,365.05487051092103,792.9451294890789,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,417.4675549359567,740.5324450640433,331.9574437953419,826.0425562046581,Native fable 80% and 95% model intervals,Seasonal
2026-11-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,398.40123613252433,759.5987638674757,302.79802549553597,855.201974504464,Native fable 80% and 95% model intervals,Seasonal
2026-12-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,381.1639663444693,776.8360336555306,276.43589627287656,881.5641037271234,Native fable 80% and 95% model intervals,Seasonal
2027-01-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,365.3126608461692,792.6873391538309,252.19341651638894,905.8065834836111,Native fable 80% and 95% model intervals,Seasonal
2027-02-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,350.55862542714306,807.441374572857,229.62906653205488,928.3709334679452,Native fable 80% and 95% model intervals,Seasonal
2027-03-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,336.701332403935,821.298667596065,208.43616569301275,949.5638343069872,Native fable 80% and 95% model intervals,Seasonal
2027-04-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,323.59477879079986,834.4052212092001,188.39142170155918,969.6085782984408,Native fable 80% and 95% model intervals,Seasonal
2027-05-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,311.12874412693606,846.871255873064,169.3262669094318,988.6737330905682,Native fable 80% and 95% model intervals,Seasonal
2027-06-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,579,299.21759807824844,858.7824019217516,151.10974102184207,1006.8902589781579,Native fable 80% and 95% model intervals,Seasonal
2026-07-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,571,488.01273280600833,653.9872671939917,444.0819272133569,697.918072786643,Native fable 80% and 95% model intervals,Seasonal
2026-08-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,573,490.01273280600833,655.9872671939917,446.0819272133569,699.918072786643,Native fable 80% and 95% model intervals,Seasonal
2026-09-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,607,524.0127328060083,689.9872671939917,480.0819272133569,733.918072786643,Native fable 80% and 95% model intervals,Seasonal
2026-10-01,BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Seasonal_Naive,559,476.01273280600833,641.9872671939917,432.0819272133569,685.918072786643,Native fable 80% and 95% model intervals,Seasonal
