Product_Group_Code,Product_Group,SKU_Description,Month,SKU,Model,Forecast_Units,PI80_Lower_Units,PI80_Upper_Units,PI95_Lower_Units,PI95_Upper_Units,Interval_Method,Demand_Profile,Q10_Units,Q20_Units,Q30_Units,Q40_Units,Q50_Units,Q60_Units,Q70_Units,Q80_Units,Q90_Units
BRG,Industrial Bearings,Industrial Bearings High Capacity,2027-02-01,BRG-06,TiRex2,1181.6282958984375,991.8582763671875,1395.0682373046875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,991.8582763671875,1053.55859375,1100.0657958984375,1141.6602783203125,1181.6282958984375,1221.7103271484375,1264.0950927734375,1314.722412109375,1395.0682373046875
BRG,Industrial Bearings,Industrial Bearings High Capacity,2027-03-01,BRG-06,TiRex2,1193.578369140625,1003.1359252929688,1410.8369140625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1003.1359252929688,1062.5631103515625,1109.1697998046875,1151.8824462890625,1193.578369140625,1234.46728515625,1277.4134521484375,1328.5084228515625,1410.8369140625
BRG,Industrial Bearings,Industrial Bearings High Capacity,2027-04-01,BRG-06,TiRex2,1186.0625,993.7147216796875,1416.281494140625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,993.7147216796875,1053.87158203125,1100.919921875,1143.587158203125,1186.0625,1229.0799560546875,1274.9510498046875,1329.4307861328125,1416.281494140625
BRG,Industrial Bearings,Industrial Bearings High Capacity,2027-05-01,BRG-06,TiRex2,1162.4122314453125,967.1219482421875,1391.73095703125,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,967.1219482421875,1031.7056884765625,1079.88037109375,1121.53857421875,1162.4122314453125,1204.2320556640625,1249.9852294921875,1304.7913818359375,1391.73095703125
BRG,Industrial Bearings,Industrial Bearings High Capacity,2027-06-01,BRG-06,TiRex2,1135.4654541015625,936.0870361328125,1359.178466796875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,936.0870361328125,1006.3630981445312,1056.043212890625,1096.5906982421875,1135.4654541015625,1175.3248291015625,1219.40185546875,1273.4005126953125,1359.178466796875
BRG,Industrial Bearings,Industrial Bearings Service Kit,2026-07-01,BRG-07,TiRex2,1211.1234130859375,1054.127685546875,1362.447998046875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1054.127685546875,1109.7733154296875,1148.345703125,1181.1341552734375,1211.1234130859375,1241.0941162109375,1273.188232421875,1310.6689453125,1362.447998046875
BRG,Industrial Bearings,Industrial Bearings Service Kit,2026-08-01,BRG-07,TiRex2,1191.9722900390625,1013.57470703125,1345.634765625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1013.57470703125,1079.2679443359375,1122.36865234375,1158.568115234375,1191.9722900390625,1224.19677734375,1257.171630859375,1294.2874755859375,1345.634765625
BRG,Industrial Bearings,Industrial Bearings Service Kit,2026-09-01,BRG-07,TiRex2,1224.3394775390625,1026.0281982421875,1408.418701171875,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1026.0281982421875,1098.5433349609375,1146.518310546875,1186.8946533203125,1224.3394775390625,1261.0772705078125,1299.6201171875,1344.69775390625,1408.418701171875
BRG,Industrial Bearings,Industrial Bearings Service Kit,2026-10-01,BRG-07,TiRex2,1225.7225341796875,1019.5148315429688,1408.359619140625,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1019.5148315429688,1095.9267578125,1145.79736328125,1187.2147216796875,1225.7225341796875,1263.0841064453125,1301.583984375,1345.6241455078125,1408.359619140625
BRG,Industrial Bearings,Industrial Bearings Service Kit,2026-11-01,BRG-07,TiRex2,1262.85400390625,1053.4417724609375,1467.8115234375,,,Native TiRex2 marginal q10-q90 interval; no native 95% interval,Seasonal,1053.4417724609375,1129.9200439453125,1180.4244384765625,1222.95654296875,1262.85400390625,1302.899169921875,1345.097900390625,1394.42626953125,1467.8115234375
