Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile,Within_2pct_of_Best,Complexity_Rank,Raw_Best_Model,Selected_Model,Selected,Near_Tie,Raw_Winner_Margin_Pct,Selection_Rationale,RMSE_Rank,Trend_Strength,Seasonal_Strength,Seasonal_Cycles,Evidence_Quality,Calibration_Review,Review_Required,Review_Note
CNV,Conveying Components,Conveying Components Standard,CNV-03,TiRex2,-18.075979323614213,65.59450889839309,49.29633658272879,1.059421809587538,1.2471622043223407,0.1017468247321543,0.8333333333333334,,207.4404078892299,,20.314009126532017,0.0,-759.1911315917969,2070.4461364746094,180710.86310009751,20349.0,35,0,7,42,6,Seasonal,True,5,TiRex2,TiRex2,True,False,0.038215859669915524,Lowest rolling-origin RMSE,1,0.0278922299922237,0.7685937305108334,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CNV,Conveying Components,Conveying Components Heavy Duty,CNV-04,Mean,-9.39430764819926,72.75026711199577,70.59117351784018,1.1033809592463697,0.9574579889649332,0.1211370495505327,0.9761904761904762,1.0,230.54969943959836,352.59533810184473,,,-394.5609212243685,2964.8292877492877,222289.2573244029,24475.0,41,42,7,42,6,Seasonal,True,1,Mean,Mean,True,False,0.0551390182356404,Lowest rolling-origin RMSE,1,0.0564090806630233,0.6157476985473642,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
CNV,Conveying Components,Conveying Components Precision,CNV-05,TiRex2,-22.779554094587052,87.90568660041372,72.44324747721355,1.0613283554210446,1.1227288360466932,0.1087114618423241,0.8809523809523809,,278.94281296502976,,27.65266608990059,0.0,-956.7412719726562,3042.6163940429688,324551.20894098654,27988.0,37,0,7,42,6,Seasonal,True,5,TiRex2,TiRex2,True,False,0.17777302836727962,Lowest rolling-origin RMSE,1,0.0,0.7122001556432658,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CNV,Conveying Components,Conveying Components High Capacity,CNV-06,Seasonal_Naive,49.857142857142854,115.75425529563748,83.95238095238095,1.1496447954863651,1.2385964093035744,0.0970387494495816,0.8333333333333334,0.8809523809523809,244.4869522654096,373.9105269061367,,,2094.0,3526.0,562760.0,36336.0,35,37,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.03479176023420475,Lowest rolling-origin RMSE,1,0.1704769922715119,0.7484069580905147,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
CNV,Conveying Components,Conveying Components Service Kit,CNV-07,Seasonal_Naive,-13.119047619047636,104.75879324383592,82.5,0.7892541368072945,0.8112555952135745,0.0807617005407421,0.8571428571428571,1.0,331.16581745835185,506.4744116272129,,,-551.0,3465.0,460925.0,42904.0,36,42,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.0909981113590534,Lowest rolling-origin RMSE,1,0.0,0.588152165845903,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
CNV,Conveying Components,Conveying Components Premium,CNV-08,TiRex2,72.77505929129464,114.53521128024474,91.78769938151042,0.942387861609617,0.9192708438797031,0.0695198343466257,0.6666666666666666,,263.82204182942706,,36.58194861033606,0.0,3056.552490234375,3855.0833740234375,550969.2141664326,55453.0,28,0,7,42,6,Seasonal,True,5,TiRex2,TiRex2,True,False,0.30418797971027745,Lowest rolling-origin RMSE,1,0.1150209612167568,0.8472460645415933,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Core,CVL-01,Mean,-2.969431963766934,22.76021165761416,18.54060430538263,0.6562092348569399,0.6622129641426073,0.1050317481556609,0.9761904761904762,1.0,76.95298925557418,117.6894410639882,,,-124.71614247821128,778.7053808260705,21757.14385737461,7414.0,41,42,7,42,6,Volatile,True,1,Mean,Mean,True,True,7.877752982285353e-05,Lowest rolling-origin RMSE,1,0.0440651690332837,0.5287807817081958,3,Limited: fewer than four annual cycles,True,True,Near-tied candidate models; planner judgment is material; Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Compact,CVL-02,TiRex2,-18.74104781377883,27.515000281161058,22.67980702718099,0.7359763844605707,0.7134109509333408,0.1132372676107467,0.9285714285714286,,93.91381290980748,,8.72279692957641,0.0,-787.1240081787109,952.5518951416016,31797.1600998363,8412.0,39,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.031249482453772737,Lowest rolling-origin RMSE,1,0.0,0.5240549131250816,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Standard,CVL-03,TiRex2,-20.936282203311013,42.05598384742276,35.52386837913876,1.1545132833322955,1.1184972549665442,0.1486650530015771,0.7380952380952381,,99.29910387311664,,13.237726504209812,0.0,-879.3238525390625,1492.002471923828,74285.64264973672,10036.0,31,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.02634468414594813,Lowest rolling-origin RMSE,1,0.0956450321784382,0.4226712116056323,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Heavy Duty,CVL-04,Mean,0.068014980822857,31.38179548138995,24.344655897529464,0.5877500558733325,0.6510030572750052,0.0807961712916821,0.8809523809523809,1.0,105.80967674254984,161.8219361646167,,,2.856629194560014,1022.4755476962376,41362.317680703054,12655.0,37,42,7,42,6,Volatile,True,1,ETS,Mean,True,True,9.741919443866111e-06,Simplest model within 2% of lowest rolling-origin RMSE,2,0.1628669830172802,0.4311018655407211,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Precision,CVL-05,TiRex2,-8.449805850074405,45.44998241075736,31.115975516183035,1.1579576609410234,1.3825949281082353,0.0915239842901945,0.8571428571428571,,128.65630885532923,,13.707739516162368,0.0,-354.891845703125,1306.8709716796875,86759.43784780242,14279.0,36,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.024782038077112937,Lowest rolling-origin RMSE,1,0.076044712807397,0.7091146004014794,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves High Capacity,CVL-06,Mean,-2.8464953154854618,54.74554734586283,38.28990865881671,0.6575818854459168,0.8010670543863335,0.0911147968085156,0.6904761904761905,1.0,146.77082518897566,224.46660679578017,,,-119.55280325038932,1608.176163670301,125877.1480763206,17650.0,29,42,7,42,6,Volatile,True,1,ETS,Mean,True,True,6.344386674902162e-05,Simplest model within 2% of lowest rolling-origin RMSE,2,0.0267099992686975,0.3405759697515412,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Service Kit,CVL-07,Mean,3.63832979463522,73.20156316638881,55.89621392716632,0.9344049806625052,1.0527916661096033,0.1131066190470699,0.6904761904761905,0.9523809523809524,167.611449110258,256.3395906063842,,,152.80985137467917,2347.6409849409847,225055.6917001181,20756.0,29,40,7,42,6,Volatile,True,1,ETS,Mean,True,True,0.00012820536803027522,Simplest model within 2% of lowest rolling-origin RMSE,2,0.039881437264566,0.4837051607195424,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
CVL,Control Valves,Control Valves Premium,CVL-08,TiRex2,5.755458286830357,72.0665059870056,60.840352376302086,0.8861016595533988,0.8988394912434422,0.1019507979494369,0.9047619047619048,,243.51883661179315,,23.310398323826057,0.0,241.729248046875,2555.2947998046875,218130.41397735476,25064.0,38,0,7,42,6,Volatile,True,5,TiRex2,TiRex2,True,False,0.038209310466815354,Lowest rolling-origin RMSE,1,0.0,0.4456000732858625,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Core,DRV-01,ARIMA,14.164507469661295,31.345291198828217,24.725256769368084,1.3779724729829743,1.386252282981297,0.1471324432294502,0.6666666666666666,0.7619047619047619,56.04773348658753,85.71761137221911,,,594.9093137257748,1038.4607843134595,41266.14577425216,7058.0,28,32,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.022377086163399534,Lowest rolling-origin RMSE,1,0.3028842497781946,0.3984549429669982,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Compact,DRV-02,Mean,13.069877368571952,35.469567497473754,31.306628178729987,1.317823007048885,1.306067585041244,0.1603314697605973,0.6190476190476191,0.7619047619047619,64.35265921477257,98.41889921669664,,,548.934849480022,1314.878383506659,52839.78917522957,8201.0,26,32,7,42,6,Trending,True,1,Mean,Mean,True,False,0.03733509365878175,Lowest rolling-origin RMSE,1,0.5044044044685092,0.632716794969372,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Standard,DRV-03,Mean,-0.8004894129770898,23.450517171650244,18.238699246080195,0.4672255031923292,0.5317910301706389,0.083856088487725,0.9523809523809524,1.0,86.61744065232453,132.4699439928103,,,-33.620555345037985,766.0253683353682,23096.92373595024,9135.0,40,42,7,42,6,Trending,True,1,Mean,Mean,True,False,0.13182470695084306,Lowest rolling-origin RMSE,1,0.1198073030029341,0.3792271735509542,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Heavy Duty,DRV-04,TiRex2,-0.549911862327939,27.253099030830125,21.001454307919456,0.77768837831167,0.8942219865317181,0.0798100869464908,0.9761904761904762,,112.98332105364118,,8.649198610820466,0.0,-23.09629821777344,882.0610809326172,31194.719084937824,11052.0,41,0,7,42,6,Trending,True,5,TiRex2,TiRex2,True,False,0.05463740987512795,Lowest rolling-origin RMSE,1,0.3091965227896478,0.7441963286519069,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Precision,DRV-05,ARIMA,-27.3522378332566,50.36668102716266,37.91199070595515,0.9024780765219096,0.9449565644849796,0.1152423543207726,0.8333333333333334,0.9285714285714286,118.24357874923578,180.83794829835293,,,-1148.7939889967768,1592.3036096501155,106545.70742306182,13817.0,35,39,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.03517035384004782,Lowest rolling-origin RMSE,1,0.4827847018318595,0.7046334380682429,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives High Capacity,DRV-06,ARIMA,29.54418488113443,59.093342822735714,45.77184720746225,1.0455169435019096,1.0425405935771,0.1131499460102068,0.7857142857142857,0.8571428571428571,146.36632964841482,223.84798425048336,,,1240.8557650076457,1922.4175827134145,146664.97297054558,16990.0,33,36,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.04700500344817908,Lowest rolling-origin RMSE,1,0.3290503113406765,0.7209457764406917,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Service Kit,DRV-07,TiRex2,63.5029296875,91.69163251813178,80.55986822219123,1.5116867152827012,1.2674770317426365,0.169285759009958,0.8095238095238095,,207.51378159295945,,29.664186322247545,0.0,2667.123046875,3383.5144653320312,353108.9299012851,19987.0,34,0,7,42,6,Trending,True,5,TiRex2,TiRex2,True,False,0.07671867756249486,Lowest rolling-origin RMSE,1,0.3413908266233191,0.4816368468761949,3,Limited: fewer than four annual cycles,False,False,TiRex2 provides a native 80% interval but no native 95% interval; Only three annual cycles; seasonal evidence is limited
DRV,Electric Drives,Electric Drives Premium,DRV-08,ARIMA,28.861844417594504,91.53191785514532,77.41218705754588,1.4161194343005463,1.2770424840845245,0.1284697272173592,0.5238095238095238,0.7380952380952381,168.80928785230842,258.171526875533,,,1212.197465538969,3251.3118564169263,351879.86342212494,25308.0,22,31,7,42,6,Trending,True,4,ARIMA,ARIMA,True,False,0.023889004780331492,Lowest rolling-origin RMSE,1,0.380462890832635,0.6799861312077927,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Core,FST-01,Seasonal_Naive,71.02380952380952,133.283889641979,95.83333333333334,1.0711155050446826,1.181519963610496,0.0852086288290958,0.7857142857142857,0.8571428571428571,293.0246955166828,448.14259935725255,,,2983.0,4025.0,746113.0,47237.0,33,36,7,42,6,Stable,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.10739861052727961,Lowest rolling-origin RMSE,1,0.0368584179316602,0.3585049640234796,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Compact,FST-02,Mean,13.110953613983224,156.98719792953008,132.52650142049157,0.9250422561314932,0.8984372465053708,0.0992088594538926,0.6904761904761905,0.9285714285714286,345.27764573149955,528.0565905383129,,,550.6600517872944,5566.113059660647,1035089.1731781488,56105.0,29,39,7,42,6,Stable,True,1,Mean,Mean,True,False,0.07803582650273644,Lowest rolling-origin RMSE,1,0.0380205054805741,0.0,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Standard,FST-03,Mean,-34.86071953862595,142.06512312672498,119.15431111004185,1.0256128683043453,0.9853709584720162,0.0782634972260377,0.6904761904761905,1.0,370.40967833439646,566.4927175614434,,,-1464.1502206222904,5004.481066621757,847664.9667784842,63944.0,29,42,7,42,6,Stable,True,1,ARIMA,Mean,True,True,0.012757359824901702,Simplest model within 2% of lowest rolling-origin RMSE,2,0.0166971352655472,0.5827260212897525,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Heavy Duty,FST-04,Mean,149.8773988864629,196.94315655423392,161.8493646984288,1.0433788708431138,1.0232059135152285,0.0835515839345862,0.5476190476190477,0.8333333333333334,355.3632986912904,543.4812656690084,,,6294.85075323144,6797.673317334005,1629037.4903689108,81359.0,23,35,7,42,6,Stable,True,1,Mean,Mean,True,True,3.642712644798941e-05,Lowest rolling-origin RMSE,1,0.4876728038817348,0.1529135467093524,3,Limited: fewer than four annual cycles,True,True,Near-tied candidate models; planner judgment is material; Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Precision,FST-05,Mean,24.332089536079646,163.9140880135916,152.27706719115585,0.956241952671392,0.7914283326380399,0.0707951828871878,0.9285714285714286,1.0,506.3036553070995,774.3246205010868,,,1021.947760515348,6395.636822028548,1128448.786471753,90340.0,39,42,7,42,6,Stable,True,1,Mean,Mean,True,True,0.00010399046672661122,Lowest rolling-origin RMSE,1,0.0,0.5809449406860822,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits High Capacity,FST-06,Mean,-15.639899502978318,209.93521319158225,190.93330187601129,1.035130088035641,0.7569162250630326,0.0768512624109219,0.9047619047619048,1.0,643.810711703496,984.6235155303528,,,-656.87577912509,8019.198678792472,1851057.3369873937,104347.0,38,42,7,42,6,Stable,True,1,Mean,Mean,True,False,0.08801190907959783,Lowest rolling-origin RMSE,1,0.0351155701513824,0.5880396791167579,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Service Kit,FST-07,ARIMA,-55.02538848232609,315.7716159798616,255.90038232807063,0.8300555789864644,0.7990717067536939,0.0763984906119445,0.6190476190476191,0.9761904761904762,820.5257704270207,1254.8858755757742,,,-2311.0663162576957,10747.81605777897,4187891.9652583944,140681.0,26,41,7,42,6,Stable,True,4,ARIMA,ARIMA,True,False,0.026979294598022938,Lowest rolling-origin RMSE,1,0.5510936418469516,0.634930991670844,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
FST,Fastening Kits,Fastening Kits Premium,FST-08,Seasonal_Naive,62.547619047619065,284.56545819898804,241.92857142857144,1.0740420707669431,0.9936006707442884,0.0635213363173753,0.9047619047619048,1.0,747.5237545028695,1143.2389267857325,,,2627.0,10161.0,3401055.0,159962.0,38,42,7,42,6,Stable,True,1,Seasonal_Naive,Seasonal_Naive,True,True,0.0031145624557166684,Lowest rolling-origin RMSE,1,0.2055385102948947,0.6565004650076196,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Core,GBX-01,Mean,17.8009965194448,33.16389323797498,25.343689458689457,0.9280766294264844,0.9512673224230036,0.0889846979823572,0.6904761904761905,0.8333333333333334,71.67608207954453,109.61910796710342,,,747.6418538166811,1064.434957264957,46193.44021739171,11962.0,29,35,7,42,6,Trending,True,1,Mean,Mean,True,False,0.03473257490272828,Lowest rolling-origin RMSE,1,0.5210132801366332,0.5123324930190976,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Compact,GBX-02,Seasonal_Naive,2.619047619047618,34.65613393106073,30.333333333333332,0.8467769901670967,0.8011078444538943,0.0896236370031656,0.9285714285714286,1.0,113.06815998446793,172.92282833238636,,,110.0,1274.0,50444.0,14215.0,39,42,7,42,6,Trending,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.04381197565024,Lowest rolling-origin RMSE,1,0.476153788809694,0.3972339981388116,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Standard,GBX-03,Mean,14.519779046897284,55.333319762816025,47.708644297683705,1.1403064009654873,1.0312738550561231,0.1199858120061506,0.7619047619047619,0.9047619047619048,129.92956164103836,198.71011685377985,,,609.8307199696858,2003.7630605027152,128594.60359090994,16700.0,32,38,7,42,6,Trending,True,1,Mean,Mean,True,False,0.1470128337522455,Lowest rolling-origin RMSE,1,0.2210104149333126,0.4151488377151928,3,Limited: fewer than four annual cycles,False,False,Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Heavy Duty,GBX-04,ETS,10.53470601512888,63.35504001574422,52.55035090206083,1.3041348417377552,1.2710269032846924,0.1080541828006733,0.7380952380952381,0.9285714285714286,132.6362803130456,202.84968583878737,,,442.4576526354125,2207.1147378865544,168582.16600665517,20426.0,31,39,7,42,6,Trending,True,3,ETS,ETS,True,True,0.019701408552158548,Lowest rolling-origin RMSE,1,0.5903524963796116,0.3982002324918577,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Precision,GBX-05,Seasonal_Naive,34.59523809523809,74.23947736885006,63.16666666666667,1.0810866145908171,0.946443749477115,0.1129849665687151,0.7380952380952381,1.0,201.35718611544905,307.94924170444847,,,1453.0,2653.0,231483.0,23481.0,31,42,7,42,6,Trending,True,1,ARIMA,Seasonal_Naive,True,True,0.01657096278726952,Simplest model within 2% of lowest rolling-origin RMSE,2,0.3402310626481128,0.4968037176980143,3,Limited: fewer than four annual cycles,False,True,Near-tied candidate models; planner judgment is material; Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components High Capacity,GBX-06,Drift,21.287740798404215,89.74469652863836,67.69564603672637,0.7741312994148639,0.8089455953767082,0.0977420032844892,1.0,1.0,466.8393516652487,713.9691764498668,,,894.0851135329773,2843.2171335425087,338272.6433107305,29089.0,42,42,7,42,6,Trending,True,2,Drift,Drift,True,False,0.03819037122448534,Lowest rolling-origin RMSE,1,0.418470054827178,0.5591862370864813,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
GBX,Gearbox Components,Gearbox Components Service Kit,GBX-07,ETS,62.295361887795345,109.18651218318006,91.1735232264012,1.635394391718849,1.6998938471955878,0.1091338342313283,0.4285714285714285,0.5476190476190477,143.33323842426014,219.20927152054225,,,2616.405199287405,3829.28797550885,500711.1665945646,35088.0,18,23,7,42,6,Trending,True,3,ETS,ETS,True,False,0.08087863613240134,Lowest rolling-origin RMSE,1,0.3952727226297734,0.2467661844121746,3,Limited: fewer than four annual cycles,True,True,Empirical 80% interval coverage needs review; Only three annual cycles; seasonal evidence is limited
