Product_Group_Code,Product_Group,SKU_Description,SKU,Model,ME,RMSE,MAE,MASE,RMSSE,WAPE,Coverage_80,Coverage_95,Mean_PI80_Width,Mean_PI95_Width,Mean_Pinball_Loss,Quantile_Crossings,Error_Sum,Absolute_Error_Sum,Squared_Error_Sum,Actual_Units_Sum,Covered_80_Count,Covered_95_Count,Evaluation_Origins,Evaluation_Points,Evaluation_Horizon,Demand_Profile,Within_2pct_of_Best,Complexity_Rank,Raw_Best_Model,Selected_Model,Selected,Near_Tie,Raw_Winner_Margin_Pct,Selection_Rationale,RMSE_Rank
BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Naive,-44.30952380952381,92.57339430599558,72.73809523809524,1.4180047400811122,1.39968295836838,0.1325322111838965,0.8095238095238095,0.9047619047619048,246.26321345291,376.62708396730943,,,-1861.0,3055.0,359933.0,23051.0,34,38,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.08785304514102689,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Compact,BRG-02,Drift,-47.21296925865517,96.1387994390917,75.6137038537101,1.4725116342911246,1.4515438314943836,0.1377717045618768,0.8333333333333334,0.9047619047619048,269.4715765900009,412.1212124220587,,,-1982.944708863517,3175.775561855824,388192.0878187758,23051.0,35,38,7,42,6,Seasonal,False,2,Seasonal_Naive,Seasonal_Naive,False,False,0.08785304514102689,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Mean,-3.7135538353272426,59.06909561756136,44.404744702478695,0.8090468407364325,0.8877998053100908,0.06957394902276,0.8571428571428571,1.0,209.6018177061038,320.55831762299545,,,-155.96926108374396,1864.999277504105,146544.63839721744,26806.0,36,42,7,42,6,Seasonal,True,1,Mean,Mean,True,False,0.10897294610686226,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,TiRex2,-0.3067292712983631,65.50602899087497,53.04871622721354,0.9540334423694308,0.968850863109592,0.083117439436804,0.8809523809523809,,207.87523251488096,,20.96618482801649,0.0,-12.88262939453125,2228.0460815429688,180223.67303444073,26806.0,37,0,7,42,6,Seasonal,False,5,Mean,Mean,False,False,0.10897294610686226,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,ARIMA,4.979161273150128,84.59233549993752,72.08365102025286,1.2951712731208649,1.243030471821002,0.1129416303383802,0.7380952380952381,0.9285714285714286,177.57121365791062,271.571736025053,,,209.12477347230515,3027.5133428506206,300546.2554640276,26806.0,31,39,7,42,6,Seasonal,False,4,Mean,Mean,False,False,0.10897294610686226,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Seasonal_Naive,14.21428571428571,85.77698103914871,73.45238095238095,1.322292425836267,1.2645126538330744,0.1150861747369991,0.5952380952380952,0.8571428571428571,174.1791797299155,266.38406780166537,,,597.0,3085.0,309023.0,26806.0,25,36,7,42,6,Seasonal,False,1,Mean,Mean,False,False,0.10897294610686226,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,ETS,-21.353031191500833,108.70963464372493,94.05969980883582,1.6942406887022148,1.6124704425943284,0.1473739980590577,0.8809523809523809,0.9285714285714286,301.05396938798236,460.422314066249,,,-896.8273100430329,3950.507391971101,496346.9559036303,26806.0,37,39,7,42,6,Seasonal,False,3,Mean,Mean,False,False,0.10897294610686226,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Naive,-22.47619047619052,112.00977848469516,95.1904761904762,1.7136790099945045,1.6618046755502505,0.1491457136461986,0.9047619047619048,1.0,361.30787788067806,552.5727149931679,,,-944.0,3998.0,526940.0,26806.0,38,42,7,42,6,Seasonal,False,1,Mean,Mean,False,False,0.10897294610686226,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Standard,BRG-03,Drift,-15.749512496499015,121.8466638272042,104.22739306171091,1.8704320916750832,1.7962457229969957,0.1633048760946003,0.9047619047619048,1.0,395.1408226164299,604.3157388057356,,,-661.4795248529583,4377.550508591858,623557.5984044282,26806.0,38,42,7,42,6,Seasonal,False,2,Mean,Mean,False,False,0.10897294610686226,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,ARIMA,29.897569526538813,100.06499855262211,64.1356096316169,0.9238553603081134,1.2290118318138548,0.0823508286312415,0.8333333333333334,0.9523809523809524,213.38999817462943,326.351839698007,,,1255.69792011463,2693.6956045279103,420546.1652841234,32710.0,35,40,7,42,6,Seasonal,True,4,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,1
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Seasonal_Naive,29.285714285714285,100.67226411432677,65.95238095238095,0.948406324102222,1.2352383630420574,0.08468358300214,0.8571428571428571,0.9523809523809524,217.27068087525268,332.28683172887156,,,1230.0,2770.0,425666.0,32710.0,36,40,7,42,6,Seasonal,True,1,ARIMA,Seasonal_Naive,True,True,0.00606871104270593,Simplest model within 2% of lowest rolling-origin RMSE,2
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Mean,33.97034581000099,104.82525312303709,70.20411748745083,1.0141619731147569,1.2833584020187896,0.0901428595069683,0.7142857142857143,0.8571428571428571,202.58993917305523,309.83457481136327,,,1426.754524020041,2948.5729344729352,461510.01507696946,32710.0,30,36,7,42,6,Seasonal,False,1,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,TiRex2,24.167919340587797,105.14137359578382,75.73544166201637,1.0870177457431336,1.2833142951105816,0.0972451406238057,0.8095238095238095,,236.89305332728796,,30.747122709082543,0.0,1015.0526123046876,3180.8885498046875,464297.7545475438,32710.0,34,0,7,42,6,Seasonal,False,5,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,ETS,23.239792651634865,124.42942445191235,92.33903536508564,1.3203741359459096,1.5131942477200713,0.1185643376745214,0.8333333333333334,0.9285714285714286,303.8690531345723,464.72761313116456,,,976.0712913686632,3878.2394853335977,650272.6301162349,32710.0,35,39,7,42,6,Seasonal,False,3,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Naive,23.09523809523811,128.53256026244495,94.47619047619048,1.3491682443599222,1.5596925675514184,0.1213084683583002,0.8571428571428571,1.0,363.7387085002368,556.2903496127533,,,970.0,3968.0,693866.0,32710.0,36,42,7,42,6,Seasonal,False,1,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Heavy Duty,BRG-04,Drift,25.91144076160943,134.8837582980279,98.5218210836875,1.4070748275259135,1.6362907034748977,0.1265031025837625,0.8809523809523809,1.0,398.15448243721954,608.9247337687225,,,1088.2805119875964,4137.916485514873,764132.386609234,32710.0,37,42,7,42,6,Seasonal,False,2,ARIMA,Seasonal_Naive,False,True,0.00606871104270593,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,ARIMA,4.763251657411434,133.3700353527576,113.17352505910048,1.141521391401077,1.172750417610401,0.1227732217295748,0.6904761904761905,0.9047619047619048,301.9592346989409,461.8067978854218,,,200.0565696112795,4753.288052482219,747077.7858598245,38716.0,29,38,7,42,6,Seasonal,True,4,ARIMA,ARIMA,True,False,0.03136318321640691,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,TiRex2,44.78926304408482,137.55294420710482,113.38117327008928,1.143051276308858,1.2050812586141182,0.1229984832457834,0.7380952380952381,,331.6427278064546,,43.313997105189735,0.0,1881.1490478515625,4762.00927734375,794674.1233218014,38716.0,31,0,7,42,6,Seasonal,False,5,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Mean,48.488102726501744,137.79823516371022,109.93445641386528,1.10860768749621,1.2062787882291226,0.1192594061727022,0.6666666666666666,0.9285714285714286,294.4337076467182,450.2974974533552,,,2036.5003145130731,4617.247169382342,797510.8517977936,38716.0,28,39,7,42,6,Seasonal,False,1,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Seasonal_Naive,40.57142857142858,143.137130386347,123.71428571428572,1.2464394834403676,1.2560309501924978,0.13420807934704,0.5952380952380952,0.8571428571428571,293.39636212558776,448.71101438423585,,,1704.0,5196.0,860506.0,38716.0,25,36,7,42,6,Seasonal,False,1,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,ETS,24.515783378501176,152.41186653558475,129.9646454619344,1.3042173964616863,1.3316000325818806,0.1409886121862084,0.5714285714285714,0.9285714285714286,306.5061386304698,468.7606873632698,,,1029.6629018970489,5458.515109401244,975633.8365561578,38716.0,24,39,7,42,6,Seasonal,False,3,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Naive,78.09523809523812,181.4973435460853,149.0,1.508867006592318,1.6058375885599028,0.1616385990288253,0.9761904761904762,1.0,613.6770805455541,938.5381036118068,,,3280.0,6258.0,1383534.0,38716.0,41,42,7,42,6,Seasonal,False,1,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Precision,BRG-05,Drift,85.55054304959855,192.17239585754163,156.62337429779208,1.5871092794180004,1.7024392722737969,0.1699086093735733,0.9761904761904762,1.0,671.8031635566575,1027.4342762880387,,,3593.122808083138,6578.1817205072675,1551069.648644363,38716.0,41,42,7,42,6,Seasonal,False,2,ARIMA,ARIMA,False,False,0.03136318321640691,Candidate,7
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Seasonal_Naive,58.19047619047619,96.15562782232124,81.28571428571429,1.2552097819059014,1.26916602767193,0.0725071678878623,0.6190476190476191,0.8809523809523809,193.9387768489676,296.60376378862,,,2444.0,3414.0,388328.0,47085.0,26,37,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.02253601333025203,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,ARIMA,43.18880714956256,98.32259233270382,84.13208430202614,1.3003164823674136,1.297722546100497,0.0750461408237251,0.6190476190476191,0.8571428571428571,206.70188352835143,316.12325102189766,,,1813.929900281627,3533.5475406850974,406027.9508469688,47085.0,26,36,7,42,6,Seasonal,False,4,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,2
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,TiRex2,90.71162777855282,147.90543884435223,130.63197399321058,2.006564597889969,1.944782954638024,0.1165242201914589,0.7142857142857143,,324.66761416480654,,46.790835878079534,0.0,3809.888366699219,5486.542907714844,918792.7912690976,47085.0,30,0,7,42,6,Seasonal,False,5,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,3
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Mean,98.08986614097454,162.05837486931551,145.97383032493877,2.247427201547161,2.1369315181310444,0.1302092146893369,0.5714285714285714,0.8095238095238095,299.34375659581036,457.8067693088811,,,4119.7743779209295,6130.900873647428,1103042.508341911,47085.0,24,34,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,4
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Naive,115.21428571428568,185.33875034906325,155.2142857142857,2.378718632635399,2.4334795538732017,0.1384517362217266,0.8333333333333334,0.9523809523809524,510.28704361907546,780.4166872097665,,,4839.0,6519.0,1442719.0,47085.0,35,40,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,5
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,Drift,108.36137940034868,185.7050544916623,151.48892916942015,2.3203823284036513,2.4366844853016945,0.1351287039421397,0.8571428571428571,0.9523809523809524,558.4080421694206,854.0114036414076,,,4551.177934814644,6362.535025115648,1448427.4250775531,47085.0,36,40,7,42,6,Seasonal,False,2,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,6
BRG,Industrial Bearings,Industrial Bearings High Capacity,BRG-06,ETS,119.382700477726,187.1306452034804,161.5279502985889,2.4782239688976553,2.459329609393158,0.1440835491672662,0.7142857142857143,0.8809523809523809,407.8296754475355,623.7216645778504,,,5014.07342006449,6784.173912540731,1470750.891719376,47085.0,30,37,7,42,6,Seasonal,False,3,Seasonal_Naive,Seasonal_Naive,False,False,0.02253601333025203,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Seasonal_Naive,18.452380952380945,122.24633600507896,112.92857142857144,0.9584265327409612,0.8666312762315442,0.0845786226327615,0.9047619047619048,1.0,361.9016289564435,553.480778902237,,,775.0,4743.0,627655.0,56078.0,38,42,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.05910969982381632,Lowest rolling-origin RMSE,1
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,ARIMA,-47.40990790291782,129.47228023090057,113.60906388608252,0.9627601161041086,0.9169603754722256,0.0850882820930751,0.7380952380952381,1.0,324.36517346260894,496.0737241623505,,,-1991.216131922548,4771.580683215466,704048.9966239317,56078.0,31,42,7,42,6,Seasonal,False,4,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,2
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,TiRex2,95.7233421688988,166.2449398380108,136.79188755580358,1.162208219139862,1.1833586271751664,0.1024512157591881,0.6904761904761905,,415.9029235839844,,52.687925389204075,0.0,4020.38037109375,5745.25927734375,1160769.960913241,56078.0,29,0,7,42,6,Seasonal,False,5,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Mean,100.70456925121948,176.234730211037,153.49299648536103,1.3025219280235496,1.2533074582783514,0.1149596250291586,0.6428571428571429,0.8809523809523809,368.40131207300067,563.4211864222123,,,4229.591908551217,6446.705852385161,1304464.5655673938,56078.0,27,37,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,ETS,123.6828722381886,204.21000369032728,168.47715225885017,1.4344199936069189,1.456288291371494,0.1261821105401708,0.6904761904761905,0.9047619047619048,457.7990427683569,700.1432171023041,,,5194.680634003918,7076.040394871701,1751472.4755025469,56078.0,29,38,7,42,6,Seasonal,False,3,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Drift,110.8046131787586,210.920050038402,174.6322390483635,1.4831625434306102,1.4996375529559158,0.1307920047082861,0.8333333333333334,0.9523809523809524,676.6931844068655,1034.912917809564,,,4653.793753507861,7334.554040031268,1868465.2353444856,56078.0,35,40,7,42,6,Seasonal,False,2,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Service Kit,BRG-07,Naive,131.1904761904762,216.29378169517497,179.33333333333331,1.523831775475006,1.538885326313195,0.1343129212882057,0.7142857142857143,0.9523809523809524,619.0533008887523,946.7603230908506,,,5510.0,7532.0,1964886.0,56078.0,30,40,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,False,0.05910969982381632,Candidate,7
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,TiRex2,146.135500953311,200.47263196031744,168.0523420061384,0.9372172417124098,0.8953060715647033,0.1039820616723554,0.8571428571428571,,563.4736967540923,,62.187735615079376,0.0,6137.6910400390625,7058.1983642578125,1687949.5989340693,67879.0,36,0,7,42,6,Seasonal,True,5,TiRex2,Mean,False,True,0.004046462642640117,Candidate,1
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Mean,143.10654144888136,201.2838369764166,172.91535918287153,0.9640520924161988,0.8993755768650473,0.1069910441473887,0.7380952380952381,1.0,532.4343810718434,814.2881169110236,,,6010.474740853011,7262.4450856806,1701637.6871738432,67879.0,31,42,7,42,6,Seasonal,True,1,TiRex2,Mean,True,True,0.004046462642640117,Simplest model within 2% of lowest rolling-origin RMSE,2
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Seasonal_Naive,-23.166666666666657,209.64067898600757,156.26190476190476,0.8699991139207416,0.9390126087858032,0.0966867514253303,0.7857142857142857,0.9285714285714286,580.3031295011485,887.4970500736756,,,-973.0,6563.0,1845867.0,67879.0,33,39,7,42,6,Seasonal,False,1,TiRex2,Mean,False,True,0.004046462642640117,Candidate,3
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,ETS,134.57504508866063,225.38706266163953,191.2531126182955,1.0548081226744088,0.989349668825929,0.1183374936279028,0.9047619047619048,1.0,717.357687308912,1097.1039082309023,,,5652.151893723749,8032.630729968415,2133571.776640157,67879.0,38,42,7,42,6,Seasonal,False,3,TiRex2,Mean,False,True,0.004046462642640117,Candidate,4
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Drift,92.59518094737736,227.58751185652335,183.48408990007584,1.0097849350257162,0.9976624803848646,0.1135304258430911,1.0,1.0,972.4836960047132,1487.2854678396488,,,3888.9975997898464,7706.331775803184,2175435.173227813,67879.0,42,42,7,42,6,Seasonal,False,2,TiRex2,Mean,False,True,0.004046462642640117,Candidate,5
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,Naive,120.45238095238092,228.0001566415502,190.45238095238096,1.049385220953286,0.9995779769021608,0.117842042457903,1.0,1.0,889.2110457442585,1359.9309393167691,,,5059.0,7999.0,2183331.0,67879.0,42,42,7,42,6,Seasonal,False,1,TiRex2,Mean,False,True,0.004046462642640117,Candidate,6
BRG,Industrial Bearings,Industrial Bearings Premium,BRG-08,ARIMA,-30.26349898325081,267.8837666947299,219.3038696046072,1.2205869782727683,1.19542174851416,0.1356938452745842,0.6428571428571429,0.8333333333333334,544.5205051481776,832.7722485988743,,,-1271.0669572965344,9210.7625233935,3013991.9232593724,67879.0,27,35,7,42,6,Seasonal,False,4,TiRex2,Mean,False,True,0.004046462642640117,Candidate,7
CNV,Conveying Components,Conveying Components Core,CNV-01,Seasonal_Naive,33.5,47.2206068818023,39.16666666666667,1.3734769147108958,1.4245835364365484,0.1105362182502351,0.7619047619047619,0.8095238095238095,98.52231454351532,150.67687744328725,,,1407.0,1645.0,93651.0,14882.0,32,34,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,True,0.01033796552743741,Lowest rolling-origin RMSE,1
CNV,Conveying Components,Conveying Components Core,CNV-01,TiRex2,-6.439700898670015,47.70877188793104,37.63311113630022,1.2710648094032286,1.304360403638785,0.1062082158127005,0.7619047619047619,,118.17348298572358,,14.940367998395644,0.0,-270.4674377441406,1580.5906677246094,95597.33043229488,14882.0,32,0,7,42,6,Seasonal,True,5,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,2
CNV,Conveying Components,Conveying Components Core,CNV-01,ARIMA,17.738084644189122,50.36785344721715,41.235001096789674,1.4460077463369057,1.5152115586039197,0.1163734744029811,0.7142857142857143,0.8333333333333334,104.91730992923576,160.45717889528973,,,744.9995550559427,1731.870046065166,106550.6677569745,14882.0,30,35,7,42,6,Seasonal,False,4,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,3
CNV,Conveying Components,Conveying Components Core,CNV-01,Mean,13.607330989572365,62.01413722424853,50.79931223948465,1.7949827576822326,1.8718318123567927,0.1433658859063536,0.6666666666666666,0.9047619047619048,135.51929046322144,207.25886937328423,,,571.5079015620386,2133.5711140583544,161521.63505805293,14882.0,28,38,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,4
CNV,Conveying Components,Conveying Components Core,CNV-01,ETS,-51.093877939225386,84.47442564906409,71.71373442937353,2.393120283005571,2.1808732703218463,0.2023905957555227,0.6904761904761905,0.9523809523809524,202.53338230297143,309.74807854275986,,,-2145.942873447467,3011.9768460336895,299709.0007270487,14882.0,29,40,7,42,6,Seasonal,False,3,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,5
CNV,Conveying Components,Conveying Components Core,CNV-01,Naive,-51.0952380952381,84.47569388376077,71.71428571428571,2.393130713326744,2.1808843756322043,0.2023921515925278,0.6190476190476191,0.8333333333333334,167.62980730946535,256.36766704921706,,,-2146.0,3012.0,299718.0,14882.0,26,35,7,42,6,Seasonal,False,1,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,6
CNV,Conveying Components,Conveying Components Core,CNV-01,Drift,-58.10826379392722,92.15261802344554,78.03414371111147,2.5966419012888364,2.354941332854372,0.2202280631545949,0.6428571428571429,0.8095238095238095,183.0368156630052,279.93065295966966,,,-2440.547079344943,3277.434035866682,356668.4103601525,14882.0,27,34,7,42,6,Seasonal,False,2,Seasonal_Naive,Seasonal_Naive,False,True,0.01033796552743741,Candidate,7
CNV,Conveying Components,Conveying Components Compact,CNV-02,Seasonal_Naive,-8.738095238095234,69.89090137663196,58.11904761904762,1.0268068172865454,1.0725567886159508,0.1428989579674511,0.6428571428571429,0.9285714285714286,169.22822518391274,258.81223623425075,,,-367.0,2441.0,205159.0,17082.0,27,39,7,42,6,Seasonal,True,1,Seasonal_Naive,Seasonal_Naive,True,False,0.038607997922370366,Lowest rolling-origin RMSE,1
